FitMethod,sigmaC,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,TrueVp,errKt,errVe,errKep,errVp,stdErrKt,stdErrVe,stdErrKep,stdErrVp,meanResid,stdResid,fracImag
CERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,1.236271,-7.453824,32.693367,-4.577311,7.705942,3.160894,6.543907,5.603130,NaN,NaN,0.000000
ERRM,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,4.590363,-6.488278,40.056827,-5.266157,9.213473,10.754322,51.202053,6.565506,NaN,NaN,0.000000
CERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,1.236271,-7.453824,32.693367,-4.577311,7.705942,3.160894,6.543907,5.603130,NaN,NaN,0.000000
ERRM-NN,0.060000,1.000000,3.571429,2.857143,0.625000,0.200000,4.589753,-6.505386,40.058277,-5.266244,9.211741,10.753189,51.198075,6.565384,NaN,NaN,0.000000
ETM,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,0.299648,0.171235,0.154630,-0.182754,5.611680,2.196067,5.647274,2.986028,NaN,NaN,0.000000
ERTM,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,42.150812,15.472485,23.067258,-33.475842,11.060500,3.030909,8.499106,5.842670,NaN,NaN,0.000000
CERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,2.955678,0.961453,1.533045,-1.895224,11.827026,4.874591,8.382611,10.679099,NaN,NaN,0.000000
ERRM,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,13.201065,8.650756,-0.662234,-2.856129,19.754199,29.858262,78.149041,11.574252,NaN,NaN,0.000000
CERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,2.955678,0.961453,1.533045,-1.895224,11.827026,4.874591,8.382611,10.679099,NaN,NaN,0.000000
ERRM-NN,0.060000,5.000000,3.571429,2.857143,0.625000,0.200000,11.271526,1.019492,3.171131,-2.860386,15.436370,16.692588,70.556685,11.625819,NaN,NaN,0.000000
ETM,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,0.524779,-0.035740,0.487537,0.470951,12.949148,3.839927,11.638183,6.296335,NaN,NaN,0.000000
ERTM,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,8.181176,3.238874,4.202198,-6.492818,19.552988,8.670772,12.782790,19.752399,NaN,NaN,0.000000
CERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,5.407568,6.456506,-14.532416,-0.683396,15.437193,6.956205,8.950960,18.709125,NaN,NaN,0.000000
ERRM,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,25.476584,28.619530,-36.870910,-1.842368,27.545039,45.244249,89.978188,19.739103,NaN,NaN,0.000000
CERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,5.407568,6.456506,-14.532416,-0.683396,15.437193,6.956205,8.950960,18.709125,NaN,NaN,0.000000
ERRM-NN,0.060000,10.000000,3.571429,2.857143,0.625000,0.200000,18.649725,6.810488,-23.799744,-1.743056,17.555229,17.009078,69.799272,19.998914,NaN,NaN,0.000000
ETM,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,-3.076442,-3.356824,0.061069,8.165076,24.969243,7.427605,22.825850,19.346459,NaN,NaN,0.000000
ERTM,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,3.886792,1.115664,-1.695975,-0.567000,43.353897,21.901585,24.311465,52.960250,NaN,NaN,0.000000
CERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,6.950159,6.324812,-12.430048,-1.839453,29.978907,15.669132,14.187739,43.844145,NaN,NaN,0.000000
ERRM,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,46.519126,51.755564,-55.072376,-5.595665,41.698669,61.914658,114.387195,44.396863,NaN,NaN,0.002300
CERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,6.936241,6.321418,-12.435777,-1.830526,29.936620,15.661336,14.173480,43.823046,NaN,NaN,0.000000
ERRM-NN,0.060000,15.000000,3.571429,2.857143,0.625000,0.200000,31.102229,16.366769,-28.694612,-4.315864,26.610334,27.148337,76.949933,45.641537,NaN,NaN,0.002300
ETM,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,0.011636,0.006484,0.010479,4.125012,2.841552,1.095539,2.818553,305.473657,NaN,NaN,0.000000
ERTM,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,0.194091,0.330847,-0.148410,-90.673179,4.971920,1.098367,4.574073,68.443024,NaN,NaN,0.000000
CERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,-3.277596,-1.215727,-18.716717,320.256996,4.269493,1.768662,2.876410,921.196233,NaN,NaN,0.000000
ERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,-45.572734,-57.428183,-4.885675,71.896294,47.330881,62.552440,38.370514,1011.979046,NaN,NaN,0.000000
CERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,-4.415302,-1.487982,-19.434796,514.905088,3.266132,1.485647,2.511264,674.863004,NaN,NaN,0.000000
ERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.001000,-4.218137,-2.686791,-16.637285,396.459741,4.500229,2.839330,34.452262,649.090256,NaN,NaN,0.000000
ETM,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-0.073801,0.004403,-0.050075,31.672049,6.283511,2.463927,6.247710,679.918604,NaN,NaN,0.000000
ERTM,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-0.262276,0.122002,-0.354734,21.613508,6.918940,2.332064,6.943848,592.223368,NaN,NaN,0.000000
CERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-5.829478,-2.300493,-35.989254,623.210599,7.423043,3.120650,4.613206,1879.281783,NaN,NaN,0.000000
ERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-42.214036,-49.655483,-40.700246,492.896327,44.303265,64.173604,64.728404,1937.905353,NaN,NaN,0.000000
CERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-8.053455,-2.653171,-37.235906,1068.858272,5.633495,2.857875,4.054856,1329.803161,NaN,NaN,0.000000
ERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.001000,-8.323176,-7.204058,-47.632404,981.579372,6.314798,10.723759,46.282531,1305.893755,NaN,NaN,0.000000
ETM,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,0.129559,-0.150063,0.219710,175.803018,13.284124,4.104442,12.049689,1368.746635,NaN,NaN,0.000000
ERTM,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,-0.513276,-0.044069,-0.438185,125.115174,9.879971,3.680831,9.506802,1262.301097,NaN,NaN,0.000000
CERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,-6.908472,-2.788441,-44.306559,785.555180,9.390868,4.028670,5.606959,2547.943038,NaN,NaN,0.000000
ERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,-41.225152,-45.284731,-66.381766,760.707347,43.395306,65.478757,71.957713,2479.805635,NaN,NaN,0.000000
CERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,-9.828026,-3.075936,-45.843656,1422.294840,7.121072,3.921554,4.905051,1771.124806,NaN,NaN,0.000000
ERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.001000,-9.974282,-8.021824,-63.133485,1347.155936,7.148667,13.549836,42.414252,1729.368627,NaN,NaN,0.000000
ETM,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-4.471761,-3.716848,-0.964278,1857.151810,24.630450,7.952259,22.606073,4069.131503,NaN,NaN,0.000000
ERTM,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-0.596420,-0.204803,-0.419003,216.112454,13.009067,5.117525,11.752730,1914.580304,NaN,NaN,0.000000
CERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-7.806482,-3.202633,-51.010814,935.357523,10.344729,4.829049,5.878138,2984.647864,NaN,NaN,0.000000
ERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-41.139567,-43.305718,-80.855098,913.429125,43.092855,66.496546,74.871101,2888.257743,NaN,NaN,0.000300
CERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-10.955940,-3.294385,-52.588750,1677.697089,8.069719,4.905252,5.239659,2072.425803,NaN,NaN,0.000000
ERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.001000,-11.042593,-8.116841,-70.701764,1596.593982,7.603378,35.511943,38.635388,2018.270668,NaN,NaN,0.000000
ETM,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,-0.039197,-0.000557,-0.032431,2.512730,2.838342,1.094186,2.847133,60.509312,NaN,NaN,0.000000
ERTM,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,2.497428,1.191093,1.278803,-93.524842,5.121583,1.095017,4.682603,13.601875,NaN,NaN,0.000000
CERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,-2.419364,-0.798145,-14.141937,49.622845,4.557503,1.879051,3.149253,187.877464,NaN,NaN,0.000000
ERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,-31.524584,-39.880749,-3.008144,9.695683,44.410663,58.668549,39.467926,204.492430,NaN,NaN,0.000000
CERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,-3.119062,-0.976601,-14.590163,72.492539,3.759492,1.658809,2.813372,154.360758,NaN,NaN,0.000000
ERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.005000,-2.768359,-1.940539,-9.817446,47.591827,5.000932,2.643249,36.104469,155.229200,NaN,NaN,0.000000
ETM,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,-0.106052,0.048836,-0.124776,4.850770,6.420547,2.459534,6.420245,135.831915,NaN,NaN,0.000000
ERTM,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,0.655136,0.519140,0.164883,-28.675282,7.065106,2.335276,7.068940,119.421415,NaN,NaN,0.000000
CERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,-5.064367,-1.714623,-32.306220,111.633045,7.965878,3.273651,5.053327,387.360522,NaN,NaN,0.000000
ERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,-35.913490,-42.123036,-38.826231,92.002521,43.198414,62.828500,65.476298,393.455377,NaN,NaN,0.000000
CERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,-6.932156,-2.055676,-33.366666,183.350013,6.244350,2.976937,4.468412,291.859796,NaN,NaN,0.000000
ERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.005000,-7.175646,-6.135428,-42.416343,165.297654,6.877800,10.142737,48.195647,289.159300,NaN,NaN,0.000000
ETM,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,0.074103,-0.160639,0.170409,33.143523,13.285270,4.093865,12.013227,271.373195,NaN,NaN,0.000000
ERTM,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.246438,0.094560,-0.313253,9.221952,9.776466,3.724953,9.342024,252.316502,NaN,NaN,0.000000
CERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,-6.415773,-2.349581,-43.950673,148.702673,9.362941,4.023931,5.595402,503.343592,NaN,NaN,0.000000
ERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,-36.061990,-38.708808,-65.742656,142.272432,42.439083,64.368760,71.830309,495.117661,NaN,NaN,0.000000
CERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,-8.763271,-2.595836,-45.176870,250.214062,7.386441,3.918383,4.964841,371.269298,NaN,NaN,0.000000
ERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.005000,-8.835565,-7.473062,-60.669526,235.089820,7.315615,11.474528,43.337405,365.416056,NaN,NaN,0.000000
ETM,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-4.229471,-3.632193,-0.785515,363.490320,24.630170,7.813544,22.747859,795.674778,NaN,NaN,0.000000
ERTM,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-0.483366,-0.159184,-0.341957,39.355939,13.084668,5.079280,11.943418,382.562954,NaN,NaN,0.000000
CERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-6.986638,-2.502244,-48.525696,170.968762,10.637334,4.890420,6.199789,597.935023,NaN,NaN,0.000000
ERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-35.693602,-37.685653,-78.896578,171.730305,42.208670,65.238786,74.576259,577.730805,NaN,NaN,0.000100
CERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-9.799678,-2.675291,-49.944988,298.972624,8.391905,4.892740,5.520944,432.556956,NaN,NaN,0.000000
ERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.005000,-9.587848,-7.691016,-67.868253,282.468216,8.222452,22.082007,41.087675,423.522872,NaN,NaN,0.000000
ETM,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,0.075089,0.048139,0.032793,-0.343206,2.789951,1.109158,2.777717,6.085836,NaN,NaN,0.000000
ERTM,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,28.661430,10.836884,16.061799,-94.508487,6.520216,1.174340,5.331415,1.486692,NaN,NaN,0.000000
CERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,1.563061,0.085058,6.245074,-4.453973,5.940554,2.516928,4.410938,20.874048,NaN,NaN,0.000000
ERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,3.266968,0.096621,10.156771,-5.911441,7.130345,2.989295,43.865029,22.513953,NaN,NaN,0.000000
CERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,1.563061,0.085058,6.245074,-4.453973,5.940554,2.516928,4.410938,20.874048,NaN,NaN,0.000000
ERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.050000,3.263363,0.062027,10.186981,-5.916055,7.131904,3.016744,43.781673,22.507040,NaN,NaN,0.000000
ETM,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.022890,0.081932,-0.075104,0.216859,6.357427,2.486070,6.336701,13.673168,NaN,NaN,0.000000
ERTM,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,11.818161,4.783669,6.735221,-40.834161,7.918275,2.382301,7.477222,13.246331,NaN,NaN,0.000000
CERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.698689,1.027908,-16.518710,3.445223,9.840956,4.122485,6.539672,41.786607,NaN,NaN,0.000000
ERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,2.199696,3.650738,-28.634551,3.191095,13.490228,18.692399,69.278371,41.920126,NaN,NaN,0.000000
CERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.741322,1.017188,-16.542097,3.576432,9.725859,4.096975,6.493369,41.413086,NaN,NaN,0.000000
ERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.050000,2.123080,-1.143888,-22.460807,2.724516,10.135594,8.704801,58.072952,41.751637,NaN,NaN,0.000000
ETM,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,0.144235,-0.217508,0.293078,3.191956,13.525211,4.155690,12.221406,27.304158,NaN,NaN,0.000000
ERTM,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,3.331873,1.353416,1.943918,-10.204010,11.049051,4.215342,9.960810,31.635460,NaN,NaN,0.000000
CERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,-1.584631,1.772303,-31.928274,9.004986,11.433154,4.668540,6.930837,55.737074,NaN,NaN,0.000000
ERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,0.831327,5.302204,-59.404452,9.444029,19.784900,35.507561,76.341806,54.216530,NaN,NaN,0.000000
CERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,-1.769391,1.735196,-32.020690,9.671696,11.071522,4.605445,6.807649,54.152480,NaN,NaN,0.000000
ERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.050000,1.402827,-1.841844,-44.871185,8.948181,10.532031,11.700809,54.509861,53.729690,NaN,NaN,0.000000
ETM,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.419553,-3.496185,-0.133813,34.948670,25.465543,7.911942,23.275886,80.664591,NaN,NaN,0.000000
ERTM,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,1.266050,0.437763,0.550316,-1.483890,16.803998,7.230595,13.175215,62.966930,NaN,NaN,0.000000
CERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.584657,2.315158,-38.796032,9.950768,13.047098,5.542583,7.405738,73.598979,NaN,NaN,0.000000
ERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.031520,1.675162,-71.491504,8.945909,28.670989,48.090732,79.283965,71.464761,NaN,NaN,0.000200
CERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,-2.163413,2.222257,-39.073585,12.214802,12.150066,5.423236,7.132797,69.162931,NaN,NaN,0.000000
ERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.050000,1.095592,-1.442501,-53.574220,10.369363,11.362650,23.146474,51.314214,68.818572,NaN,NaN,0.000200
ETM,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,0.211742,0.133200,0.083908,-0.418776,2.869160,1.110311,2.841281,3.073326,NaN,NaN,0.000000
ERTM,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,61.715556,21.887644,32.648113,-94.523666,8.408245,1.257103,6.189932,0.864127,NaN,NaN,0.000000
CERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,2.779976,-1.524821,18.428780,-5.450403,7.093022,2.983829,5.529651,11.380748,NaN,NaN,0.000000
ERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,5.204766,-1.182739,24.122614,-6.501481,8.034298,5.889560,49.634474,12.653885,NaN,NaN,0.000000
CERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,2.779976,-1.524821,18.428780,-5.450403,7.093022,2.983829,5.529651,11.380748,NaN,NaN,0.000000
ERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.100000,5.196728,-1.239434,24.155155,-6.503182,8.026066,5.928136,49.541867,12.650312,NaN,NaN,0.000000
ETM,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,0.165267,0.123984,0.071753,-0.102065,6.415071,2.505447,6.395828,6.879463,NaN,NaN,0.000000
ERTM,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,25.000011,9.594531,14.065523,-41.430051,9.367439,2.561195,8.242866,8.098666,NaN,NaN,0.000000
CERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,1.609168,2.147059,-10.086231,-0.542766,11.142275,4.611735,7.487545,22.316997,NaN,NaN,0.000000
ERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,8.203670,8.117694,-20.332863,-1.300227,13.020768,21.380670,74.300910,22.823181,NaN,NaN,0.000000
CERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,1.609168,2.147059,-10.086231,-0.542766,11.142275,4.611735,7.487545,22.316997,NaN,NaN,0.000000
ERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.100000,6.681924,0.707487,-14.452863,-1.439871,11.624312,10.014671,63.766208,22.915528,NaN,NaN,0.000000
ETM,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,0.386802,-0.020256,0.350975,1.111804,13.549827,4.204602,12.317781,13.632048,NaN,NaN,0.000000
ERTM,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,7.113683,2.976162,3.914294,-11.973823,13.434977,5.366027,10.941462,22.350953,NaN,NaN,0.000000
CERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,1.906461,4.727025,-26.001784,1.989061,12.936080,5.361436,7.805544,31.040270,NaN,NaN,0.000000
ERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,12.500280,17.680603,-53.244571,1.195893,15.949914,30.113468,82.319378,31.010940,NaN,NaN,0.000000
CERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,1.903018,4.726257,-26.003409,1.994854,12.927093,5.359136,7.803170,31.020144,NaN,NaN,0.000000
ERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.100000,8.664102,2.415772,-38.165408,1.044561,12.930964,13.047157,60.057214,31.515907,NaN,NaN,0.000000
ETM,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,-3.665842,-3.416962,-0.477366,16.970738,25.430403,7.931063,23.280048,40.192135,NaN,NaN,0.000000
ERTM,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,2.885924,1.089096,0.820243,-3.080122,24.131237,11.517174,15.833862,53.207477,NaN,NaN,0.000000
CERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,2.376263,5.934349,-32.675898,2.954013,16.690020,7.348508,8.817302,50.634528,NaN,NaN,0.000000
ERRM,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,13.548521,20.039691,-68.408686,0.616345,25.348646,45.883461,87.796542,50.668811,NaN,NaN,0.000500
CERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,2.247513,5.908688,-32.733697,3.179392,16.412985,7.301282,8.730108,50.121481,NaN,NaN,0.000000
ERRM-NN,0.070000,15.000000,3.571429,2.857143,0.625000,0.100000,10.204602,4.277249,-47.576721,1.477994,14.657033,15.235729,58.025346,51.064056,NaN,NaN,0.000500
ETM,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,0.368322,0.157293,0.216840,-0.414075,2.963061,1.137133,2.947481,2.090117,NaN,NaN,0.000000
ERTM,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,98.378700,33.060501,49.052214,-94.537002,10.754796,1.362985,7.207967,0.695119,NaN,NaN,0.000000
CERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,2.981277,-4.502872,29.164536,-5.624626,8.311269,3.466415,6.826119,8.287799,NaN,NaN,0.000000
ERRM,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,6.500234,-3.709707,37.159055,-6.598002,9.578321,9.122506,56.504523,9.423254,NaN,NaN,0.000000
CERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,2.981277,-4.502872,29.164536,-5.624626,8.311269,3.466415,6.826119,8.287799,NaN,NaN,0.000000
ERRM-NN,0.070000,1.000000,3.571429,2.857143,0.625000,0.150000,6.490805,-3.790473,37.185079,-6.598780,9.561684,9.141185,56.435922,9.421841,NaN,NaN,0.000000
ETM,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,0.354149,0.200892,0.184665,-0.303734,6.513831,2.560310,6.489218,4.607511,NaN,NaN,0.000000
ERTM,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,38.998600,14.514262,21.374458,-41.763480,11.012016,2.915502,9.005494,6.741394,NaN,NaN,0.000000
CERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,3.194542,2.382643,-4.714007,-1.876347,12.222725,5.064795,8.358401,15.518253,NaN,NaN,0.000000
ERRM,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,13.134684,11.119850,-13.322670,-2.948446,17.364647,28.016303,80.420427,16.326516,NaN,NaN,0.000000
CERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,3.194542,2.382643,-4.714007,-1.876347,12.222725,5.064795,8.358401,15.518253,NaN,NaN,0.000000
ERRM-NN,0.070000,5.000000,3.571429,2.857143,0.625000,0.150000,10.815281,1.631933,-7.153767,-2.977225,13.864375,13.376719,69.202579,16.429399,NaN,NaN,0.000000
ETM,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,0.671973,0.019240,0.585288,0.609990,13.799000,4.236252,12.473719,9.196345,NaN,NaN,0.000000
ERTM,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,11.136961,4.553245,6.023094,-12.609269,16.665968,6.877740,12.192279,20.212862,NaN,NaN,0.000000
CERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,4.589803,6.373401,-20.252610,-0.404514,14.839257,6.266651,8.811648,23.626204,NaN,NaN,0.000000
ERRM,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,20.820714,25.261544,-47.121581,-1.623971,21.589034,38.804450,87.944141,24.022011,NaN,NaN,0.000000
CERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,4.589803,6.373401,-20.252610,-0.404514,14.839257,6.266651,8.811648,23.626204,NaN,NaN,0.000000
ERRM-NN,0.070000,10.000000,3.571429,2.857143,0.625000,0.150000,14.899817,5.005115,-31.846515,-1.500054,15.161067,14.519138,65.226762,24.500208,NaN,NaN,0.000000
ETM,0.070000,15.000000,3.571429,2.857143,0.625000,0.150000,-3.163990,-3.402894,0.031153,11.425108,25.860993,8.000778,23.661635,26.887085,NaN,NaN,0.000000
