FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
TM,58.000000,0.030000,-452.720924,-70.820973,71.841733,217.333695,595.430520,-26.493391,2.801218,15.398241,32.067833,82.592829,-351.560467,-66.324387,58.554009,164.617604,427.351010,NaN,NaN,NaN,NaN,NaN
RRM,58.000000,0.030000,-125.240540,-16.889112,7.168847,37.692625,144.090272,-39.639262,-1.063786,8.398110,25.912267,84.969326,-323.709986,-82.313838,-30.559978,9.229432,102.809908,NaN,NaN,NaN,NaN,NaN
CRRM,58.000000,0.030000,-73.082712,-10.667044,8.141019,35.525119,130.663727,-7.987950,1.187604,9.166636,23.918902,79.058070,-80.456691,-28.997396,-10.474767,5.962540,79.055232,NaN,NaN,NaN,NaN,NaN
ETM,59.000000,0.030000,-106.716923,-99.146654,-69.173544,-26.865357,31.193045,-150.026463,-92.857606,-41.107938,-15.433360,35.077604,-114.226197,-85.439342,-49.567085,-5.199889,45.708848,-198.994328,72.907496,339.551965,1575.291795,5385.699521
ERTM,59.000000,0.030000,-100.011942,-30.956266,1.124797,26.465678,83.717030,-97.875153,-13.922908,-2.041834,9.096719,41.561683,-88.985985,-27.009528,1.867893,21.898606,74.253207,-184.975666,-71.675217,1.693510,280.113777,1122.905287
RTM,59.000000,0.030000,-128.061140,0.056467,21.906930,57.588979,165.585161,-11.308437,0.152672,8.067441,22.846353,78.818167,-121.444261,-7.374698,15.048451,39.183144,129.413691,NaN,NaN,NaN,NaN,NaN
CERRM,59.000000,0.030000,-98.351973,-45.911434,-12.891908,10.836689,61.760517,-85.907089,-11.462254,0.500914,11.681876,49.039908,-95.422444,-53.324573,-30.016114,-14.807414,22.359836,-303.583246,-81.950908,-12.572612,275.928751,1264.502491
ERRM,59.000000,0.030000,-101.546524,-94.054282,-35.486057,4.892618,81.752182,-343.112215,-80.061018,-6.857915,15.463505,160.055910,-237.188320,-92.801746,-39.891354,7.237040,120.403877,-338.452319,-101.391516,-44.240275,199.206965,1034.236035
TM,59.000000,0.030000,-455.137432,-71.799626,63.454187,209.941678,595.396111,-26.437449,2.382274,15.496171,31.950429,78.765777,-360.462672,-66.768985,51.157017,160.560522,413.997889,NaN,NaN,NaN,NaN,NaN
RRM,59.000000,0.030000,-151.101837,-18.342349,6.809461,37.720761,141.874930,-37.012993,-0.698459,8.873852,26.258253,84.982152,-326.645296,-81.778999,-30.403297,9.112254,110.308851,NaN,NaN,NaN,NaN,NaN
CRRM,59.000000,0.030000,-77.542746,-11.619863,8.047298,34.346249,128.198422,-8.280784,1.153603,9.094352,23.904186,78.976777,-82.871085,-29.451422,-10.223714,6.821732,79.370505,NaN,NaN,NaN,NaN,NaN
ETM,60.000000,0.030000,-106.789198,-99.079272,-69.570140,-27.379183,30.923601,-152.125868,-93.073668,-42.630720,-15.758332,35.144561,-114.842025,-85.573734,-49.930319,-4.744699,46.670104,-186.285041,75.432763,346.063144,1660.295280,5372.621187
ERTM,60.000000,0.030000,-100.113268,-33.677685,0.711776,26.093299,83.280481,-98.101149,-14.786592,-2.270671,8.968620,41.394158,-89.012192,-27.897386,2.318026,22.039181,74.288396,-191.019731,-71.777195,0.287860,283.959356,1121.598509
RTM,60.000000,0.030000,-129.556305,0.446378,22.188096,57.944479,166.491544,-12.389317,0.166655,8.019946,22.660234,78.612344,-122.590926,-7.187614,15.379664,39.754080,131.237997,NaN,NaN,NaN,NaN,NaN
CERRM,60.000000,0.030000,-98.605134,-46.996866,-12.832577,11.083368,60.631133,-86.362647,-11.932239,0.207570,11.734771,47.782750,-95.891697,-53.819569,-29.816154,-14.308159,23.233288,-310.026672,-83.319771,-11.722546,283.500143,1225.497433
ERRM,60.000000,0.030000,-101.437684,-94.528416,-36.669302,4.940775,81.612266,-337.480571,-88.725744,-6.898983,16.166806,165.413898,-257.388185,-94.376895,-40.966580,6.738504,110.948078,-342.296781,-103.352311,-48.027497,188.816817,997.530323
TM,60.000000,0.030000,-436.289717,-71.185300,69.722171,215.611747,592.676437,-26.712400,2.903702,15.646720,31.606511,81.672124,-346.714632,-66.500713,56.190401,165.845225,418.483109,NaN,NaN,NaN,NaN,NaN
RRM,60.000000,0.030000,-149.922626,-18.079320,6.574911,37.976809,140.785855,-41.410892,-0.995492,8.734756,26.235384,83.197090,-330.120975,-82.310801,-30.746223,7.530747,100.790671,NaN,NaN,NaN,NaN,NaN
CRRM,60.000000,0.030000,-77.445487,-11.400338,7.842376,35.021493,128.106623,-9.012953,1.078226,9.066408,23.580299,79.467848,-83.005982,-29.431543,-10.980807,5.853727,77.217546,NaN,NaN,NaN,NaN,NaN
ETM,1.000000,0.040000,-15.022269,-2.378005,-0.343129,1.437718,5.275309,-5.834302,-0.990627,-0.139322,0.550403,2.385219,-11.989641,-2.488188,-0.261036,1.627891,6.536582,-31.799474,-3.128924,0.758168,8.164507,56.261205
ERTM,1.000000,0.040000,-1.893245,4.821715,19.898414,57.782698,170.551417,-4.268195,1.528004,5.605957,20.157722,60.712409,-4.034538,2.735789,12.242320,30.633528,91.409779,-96.549911,-87.672181,-85.353884,-82.455280,-68.800884
RTM,1.000000,0.040000,-0.950651,5.880156,23.544636,69.260324,213.781778,-4.977490,1.839187,7.086853,23.435403,72.074914,-3.439863,3.416382,14.405525,35.799855,107.006613,NaN,NaN,NaN,NaN,NaN
CERRM,1.000000,0.040000,-60.229934,-7.555994,-1.399332,2.443922,11.436344,-32.959215,-3.263643,-0.407295,1.383987,6.596309,-42.432821,-7.523803,-2.829875,0.103341,7.639063,-108.948247,-10.115884,3.778265,43.545543,344.506044
ERRM,1.000000,0.040000,-98.633845,-12.104817,-0.999626,5.707972,33.871920,-180.775932,-5.675161,-0.470327,2.784985,26.509082,-134.111477,-21.195674,-3.843101,6.237917,26.349681,-130.042610,-15.624575,0.421015,31.137639,270.065377
TM,1.000000,0.040000,1.542617,5.851517,24.598488,68.438323,226.786652,-4.973975,1.789860,7.044841,23.517734,71.621200,-0.626307,3.498148,15.179318,37.552972,119.427207,NaN,NaN,NaN,NaN,NaN
RRM,1.000000,0.040000,-9.760160,2.683866,18.755151,71.796478,158.792948,-6.972032,2.078353,8.727370,25.553311,96.034491,-378.962224,-22.027164,-0.739530,28.401581,104.582084,NaN,NaN,NaN,NaN,NaN
CRRM,1.000000,0.040000,-0.493770,4.455820,21.933231,66.199166,182.475539,-4.550750,1.847672,7.120191,23.503544,71.508882,-4.530264,1.100089,11.724282,30.442035,95.866280,NaN,NaN,NaN,NaN,NaN
ETM,2.000000,0.040000,-25.677555,-3.968807,-0.707193,1.821622,6.796236,-9.449953,-1.493819,-0.239121,0.708793,3.264984,-19.395428,-4.045250,-0.632370,2.057313,8.627708,-40.052760,-3.715294,1.567610,13.949656,87.461741
ERTM,2.000000,0.040000,-5.916590,2.723865,13.546495,38.204765,97.801074,-5.618651,0.850114,3.725951,13.625637,36.759006,-8.066362,1.102991,8.405723,21.000422,64.754174,-86.318637,-64.046618,-58.449872,-50.188311,-6.883388
RTM,2.000000,0.040000,-2.199655,5.844059,24.055911,69.304630,197.597965,-5.368063,1.901668,7.375345,23.458077,71.407373,-4.966285,3.304151,14.615368,35.193473,108.047111,NaN,NaN,NaN,NaN,NaN
CERRM,2.000000,0.040000,-74.236988,-13.299457,-3.056621,2.375229,12.709712,-41.271183,-5.312182,-0.972760,1.537449,7.930049,-56.640170,-13.293828,-6.002514,-1.851116,7.610078,-127.643972,-9.377777,9.724824,72.860515,510.240841
ERRM,2.000000,0.040000,-99.230302,-23.125852,-3.335499,5.381004,34.937373,-184.349463,-10.334349,-1.320079,2.880629,31.580876,-129.309734,-31.797221,-7.330337,6.554589,33.295564,-151.030550,-16.398740,3.427637,53.759509,410.668325
TM,2.000000,0.040000,0.248701,5.772891,24.863673,68.829146,220.494563,-5.299924,1.852855,7.288901,23.475868,71.394920,-2.535753,3.518830,15.280780,36.650346,119.155122,NaN,NaN,NaN,NaN,NaN
RRM,2.000000,0.040000,-12.574414,2.425380,19.258393,70.711760,157.988622,-10.374801,1.963532,8.545791,25.566262,95.058341,-366.807243,-27.232282,-1.346642,27.296888,97.437567,NaN,NaN,NaN,NaN,NaN
CRRM,2.000000,0.040000,-2.129302,4.358223,21.902845,65.330004,177.944759,-4.856875,1.895118,7.370744,23.478842,71.310437,-7.442068,0.629759,10.947792,28.761698,96.543518,NaN,NaN,NaN,NaN,NaN
ETM,3.000000,0.040000,-33.334958,-4.916580,-0.894991,2.126608,8.100780,-12.554847,-1.981088,-0.294580,0.836829,3.880628,-25.095029,-5.130631,-0.836344,2.493449,10.036996,-48.401185,-4.268659,1.943073,17.696550,112.357922
ERTM,3.000000,0.040000,-14.147277,0.597364,8.250085,22.965135,58.739470,-8.057994,0.109484,2.583671,8.531193,24.272366,-15.815655,-0.844591,5.167151,14.046998,42.826015,-80.101503,-45.025407,-37.061215,-23.721559,51.453363
RTM,3.000000,0.040000,-3.657416,5.500427,23.558275,68.980487,201.247346,-5.617543,1.889572,7.444079,23.207930,72.418094,-7.005126,2.938787,14.408893,35.152376,113.053263,NaN,NaN,NaN,NaN,NaN
CERRM,3.000000,0.040000,-80.507453,-17.542022,-4.476677,2.444739,13.313885,-46.977555,-6.765573,-1.219115,1.807794,9.318423,-64.635907,-18.207853,-8.780780,-3.537619,6.937705,-146.148718,-9.012249,13.514018,92.083032,589.350511
ERRM,3.000000,0.040000,-99.271160,-34.400168,-5.586560,4.808652,35.581295,-218.313697,-13.948416,-2.021932,2.951560,38.456807,-131.834182,-40.168881,-10.594752,6.264668,39.116201,-181.585554,-18.343387,5.663121,67.004596,492.804263
TM,3.000000,0.040000,-0.906532,5.613930,24.766455,69.519778,218.310952,-5.653731,1.811233,7.414007,23.305703,72.914170,-4.494969,3.327275,15.244064,36.519399,117.818453,NaN,NaN,NaN,NaN,NaN
RRM,3.000000,0.040000,-15.724388,2.032344,19.361583,69.234490,158.228416,-26.061864,1.794745,8.295528,25.774928,95.600823,-356.247908,-31.142150,-2.162714,26.669977,96.945218,NaN,NaN,NaN,NaN,NaN
CRRM,3.000000,0.040000,-3.966346,4.054164,21.916929,65.077772,175.900374,-5.012272,1.871497,7.473181,23.207883,72.073674,-10.150588,-0.120834,10.245949,28.023253,97.747388,NaN,NaN,NaN,NaN,NaN
ETM,4.000000,0.040000,-39.516297,-5.987615,-1.153173,2.364327,8.733161,-15.400512,-2.299385,-0.411190,0.935672,4.531828,-29.740142,-6.064927,-1.104550,2.667301,10.991615,-56.913654,-4.706538,2.513489,21.421686,138.421736
ERTM,4.000000,0.040000,-27.757798,-1.620878,4.817572,13.711480,35.279743,-10.576216,-0.631668,1.698198,5.252764,15.340170,-24.452230,-2.909601,2.862381,9.531786,29.334616,-80.136776,-31.204678,-21.661624,-1.883967,109.888243
RTM,4.000000,0.040000,-4.669892,5.290782,23.609100,68.720237,197.399807,-5.805697,1.835203,7.686453,23.110379,60.070925,-8.624638,2.687501,14.396798,35.124526,112.342042,NaN,NaN,NaN,NaN,NaN
CERRM,4.000000,0.040000,-83.420258,-20.783650,-5.139337,2.807602,15.012255,-49.758586,-7.802627,-1.531003,1.979505,10.114588,-68.465741,-21.029957,-10.340220,-4.491444,7.181547,-164.509135,-9.998909,16.462562,103.816544,681.295163
ERRM,4.000000,0.040000,-99.457149,-44.113994,-7.381776,4.954098,39.196487,-232.674883,-17.826733,-2.620481,3.118737,44.545530,-138.572308,-45.272883,-12.603050,6.731569,45.690299,-210.353058,-19.572111,7.159129,75.060255,561.423009
TM,4.000000,0.040000,-2.425863,5.286727,24.639719,69.486488,212.112328,-5.749980,1.794358,7.612684,23.197906,72.394451,-6.878550,2.893494,14.876889,36.314761,118.460952,NaN,NaN,NaN,NaN,NaN
RRM,4.000000,0.040000,-18.286022,1.533784,18.808907,67.207051,156.114956,-26.035331,1.627950,8.371688,25.807245,95.262695,-354.249540,-34.149512,-2.993281,25.494178,95.041494,NaN,NaN,NaN,NaN,NaN
CRRM,4.000000,0.040000,-5.790057,3.696931,21.646679,64.377509,173.507422,-5.054933,1.822673,7.676247,23.052936,72.070532,-12.949819,-0.929622,9.310269,27.538755,97.589600,NaN,NaN,NaN,NaN,NaN
ETM,5.000000,0.040000,-46.877083,-6.790992,-1.350446,2.546706,9.905306,-18.665261,-2.715679,-0.479761,1.021319,4.894799,-35.334417,-6.723891,-1.197021,2.997850,12.049825,-63.754687,-5.369382,3.006339,25.680787,160.499252
ERTM,5.000000,0.040000,-43.328618,-3.848185,2.280700,8.587418,22.683152,-15.226527,-1.533710,0.815142,3.222920,9.633781,-34.753792,-4.827817,1.092398,6.846199,20.747169,-84.058900,-21.549969,-10.487885,15.730452,164.513509
RTM,5.000000,0.040000,-5.209715,5.378312,24.185273,68.783043,194.639505,-5.851384,1.844388,7.690157,23.027908,72.492739,-10.242730,2.567255,14.416561,35.193668,113.819537,NaN,NaN,NaN,NaN,NaN
CERRM,5.000000,0.040000,-85.603800,-24.344836,-6.280067,2.615386,16.801624,-50.971120,-9.116631,-1.753549,2.085842,11.165548,-72.048293,-24.450217,-12.332120,-5.831424,7.441540,-167.226296,-9.739497,20.682711,118.464803,746.116520
ERRM,5.000000,0.040000,-99.499351,-49.687937,-8.872793,4.426666,42.589942,-224.455466,-18.262266,-3.146065,3.250959,50.773017,-139.332873,-51.300417,-14.954434,6.465527,47.617252,-220.849130,-20.213075,9.624170,91.119584,625.045634
TM,5.000000,0.040000,-3.046197,5.272853,24.625396,68.746522,206.701016,-5.804820,1.853466,7.698936,23.133030,73.005736,-8.509903,2.852165,15.021054,35.850872,118.605273,NaN,NaN,NaN,NaN,NaN
RRM,5.000000,0.040000,-18.952106,1.489292,19.580669,66.342416,154.857932,-27.002006,1.540603,8.362232,25.781158,94.453589,-339.088591,-37.513439,-3.825542,24.999315,95.770561,NaN,NaN,NaN,NaN,NaN
CRRM,5.000000,0.040000,-7.102948,3.459274,21.277257,63.723079,170.173168,-5.235379,1.864624,7.729373,22.959016,72.614669,-15.304896,-1.724987,8.637125,26.396681,97.846410,NaN,NaN,NaN,NaN,NaN
ETM,6.000000,0.040000,-51.630375,-7.552846,-1.463422,2.830900,10.554475,-20.015805,-2.950681,-0.527443,1.125273,5.621820,-39.692744,-7.739011,-1.307027,3.235661,13.119878,-71.757191,-5.613085,3.224770,29.642658,184.723981
ERTM,6.000000,0.040000,-56.034834,-6.560820,0.190365,5.549854,16.266268,-22.289878,-2.621692,0.089237,2.179415,7.556324,-44.210860,-7.202236,-0.376641,5.097404,17.070911,-87.952564,-14.997342,-2.643609,32.125376,221.587579
RTM,6.000000,0.040000,-6.905985,5.074351,23.401311,68.253906,188.602017,-5.844425,1.872112,8.024832,22.946779,82.914015,-13.141112,2.356566,14.218782,35.330240,112.447509,NaN,NaN,NaN,NaN,NaN
CERRM,6.000000,0.040000,-86.669153,-26.675283,-7.256932,2.581951,17.234970,-50.819671,-9.589735,-1.867854,2.217266,12.074974,-75.564689,-27.489965,-14.437025,-7.274804,5.953459,-177.259280,-9.449841,23.314992,133.622382,795.404816
ERRM,6.000000,0.040000,-99.410796,-53.364975,-10.027807,4.278828,41.246202,-223.491958,-19.035871,-3.254423,3.568000,59.556302,-137.698071,-56.558126,-16.892269,5.727508,49.552724,-231.922018,-19.162589,11.595737,97.004106,675.817316
TM,6.000000,0.040000,-4.963351,5.106103,24.423996,68.751599,195.804959,-5.921568,1.848428,8.029185,22.901934,80.378603,-10.968746,2.626963,14.676749,35.899888,115.217228,NaN,NaN,NaN,NaN,NaN
RRM,6.000000,0.040000,-23.053505,0.999419,18.080149,65.257589,151.474953,-28.951538,1.476399,8.807179,25.746592,94.333274,-332.958998,-41.436868,-5.320235,23.358163,90.936633,NaN,NaN,NaN,NaN,NaN
CRRM,6.000000,0.040000,-9.894854,3.257713,20.582719,62.158768,167.258568,-4.858520,1.842097,7.999409,22.822625,73.810448,-19.448096,-2.976212,7.007747,24.554073,94.939784,NaN,NaN,NaN,NaN,NaN
ETM,7.000000,0.040000,-56.571167,-8.360453,-1.820714,2.975219,11.464744,-22.906651,-3.385332,-0.681114,1.322050,6.037195,-43.626274,-8.578598,-1.573669,3.383027,13.947194,-83.100430,-6.473946,4.062794,33.608299,210.651077
ERTM,7.000000,0.040000,-65.992624,-9.412793,-1.666142,3.764401,13.303307,-30.833388,-3.902928,-0.559989,1.591145,7.053408,-51.858503,-9.299535,-1.641752,3.859479,15.374848,-96.623778,-10.993144,4.187012,43.429724,277.496570
RTM,7.000000,0.040000,-7.869937,5.112704,23.364431,67.622373,188.192272,-6.272073,1.834019,7.905717,22.841030,74.592043,-14.451478,2.273395,14.106904,35.418552,114.006842,NaN,NaN,NaN,NaN,NaN
CERRM,7.000000,0.040000,-88.168096,-28.646376,-7.991792,2.698440,18.826761,-53.110448,-10.709096,-2.102104,2.351857,13.489539,-76.086786,-29.335133,-15.271126,-7.591939,6.901493,-197.917187,-10.352251,25.426762,142.045957,821.923443
ERRM,7.000000,0.040000,-99.643384,-58.852650,-11.238233,4.172484,43.950246,-231.552263,-21.161105,-3.579606,3.830729,65.385057,-140.346740,-60.315301,-18.704460,6.046523,52.811209,-239.855743,-21.284555,12.342191,103.906783,720.890862
TM,7.000000,0.040000,-5.973110,5.123197,23.856391,68.385349,195.852383,-6.155895,1.826139,7.807331,22.947936,79.310548,-12.742011,2.475227,14.649259,35.963875,117.071921,NaN,NaN,NaN,NaN,NaN
RRM,7.000000,0.040000,-24.408483,0.710782,18.169903,64.810025,150.090438,-29.834585,1.263692,8.289382,25.613675,92.868309,-337.800990,-43.272158,-5.848572,23.702288,90.596706,NaN,NaN,NaN,NaN,NaN
CRRM,7.000000,0.040000,-10.683949,2.994480,19.760364,61.943974,165.735629,-5.142634,1.777106,7.940763,22.716034,73.953668,-20.762322,-3.343569,6.586157,24.212818,96.650776,NaN,NaN,NaN,NaN,NaN
ETM,8.000000,0.040000,-60.251395,-10.393632,-2.487134,3.332008,13.524311,-26.678520,-4.089808,-0.865339,1.422518,6.943800,-47.403489,-9.990802,-2.071731,3.788485,15.378900,-102.654063,-7.618516,5.016157,41.236798,252.686088
ERTM,8.000000,0.040000,-74.455309,-12.630307,-3.064386,3.037200,13.593072,-38.789507,-5.414270,-1.167378,1.303033,7.599799,-59.500920,-11.602623,-2.585186,3.363884,15.532324,-103.383830,-9.503609,9.939567,57.878825,333.833706
RTM,8.000000,0.040000,-9.606423,4.764131,23.594286,67.619661,186.828207,-6.241322,1.797239,8.158804,22.903408,81.210983,-16.729344,1.793989,14.139328,35.564541,113.523956,NaN,NaN,NaN,NaN,NaN
CERRM,8.000000,0.040000,-88.864075,-30.411616,-8.793488,2.359596,19.630411,-52.288002,-10.905304,-2.325661,2.555249,14.648089,-78.846840,-31.627189,-16.997581,-9.000840,6.420340,-199.833401,-9.635719,28.288621,148.486672,871.812205
ERRM,8.000000,0.040000,-99.680137,-60.576034,-12.687930,3.992344,43.526006,-226.418971,-20.886095,-4.011091,4.111257,72.521140,-144.912873,-63.866451,-21.029996,5.077340,56.568237,-251.945864,-21.535839,15.077001,120.395013,757.384784
TM,8.000000,0.040000,-8.022578,4.843171,24.381941,68.819300,193.861768,-5.986809,1.801545,8.159402,22.967886,65.520522,-15.414171,2.091613,14.564273,36.010262,116.328203,NaN,NaN,NaN,NaN,NaN
RRM,8.000000,0.040000,-27.258105,0.194416,17.535048,62.779636,149.523760,-30.292533,1.125114,8.434273,25.730999,92.737398,-326.744496,-47.284709,-6.968362,21.796561,89.725681,NaN,NaN,NaN,NaN,NaN
CRRM,8.000000,0.040000,-13.624122,2.536364,19.611529,60.395102,163.826905,-4.865203,1.703600,8.164721,22.664146,73.022967,-24.026428,-4.834192,5.390639,22.605160,94.272994,NaN,NaN,NaN,NaN,NaN
ETM,9.000000,0.040000,-64.870783,-13.072495,-3.555335,5.026686,19.696482,-29.576905,-4.986340,-1.053998,2.087545,8.901356,-51.750869,-12.107537,-3.013759,5.280172,19.446338,-147.187405,-11.362681,5.775925,48.966774,331.723565
ERTM,9.000000,0.040000,-81.460508,-15.715469,-3.846596,3.104867,14.788441,-46.388745,-6.705586,-1.381883,1.587094,8.632442,-65.378376,-13.377671,-3.156921,3.417091,15.329408,-113.653586,-12.529789,14.715307,65.137877,415.998566
RTM,9.000000,0.040000,-10.051488,4.900080,23.563732,67.336172,183.291356,-6.646006,1.872215,8.117115,22.780986,75.982021,-18.130050,1.623811,14.045057,35.434031,114.078348,NaN,NaN,NaN,NaN,NaN
CERRM,9.000000,0.040000,-89.402519,-32.295449,-9.459260,2.831597,20.630934,-53.049107,-11.328988,-2.481132,2.653367,15.419855,-78.904195,-33.300437,-18.391749,-9.750472,6.019067,-206.085387,-11.499671,30.650593,158.492021,891.288388
ERRM,9.000000,0.040000,-99.749938,-61.949164,-13.621911,3.730853,46.690602,-220.576480,-21.856064,-4.330242,4.397103,71.873878,-147.606779,-65.273813,-22.632854,4.861600,61.957145,-264.562758,-22.479175,18.167381,125.160923,776.038282
TM,9.000000,0.040000,-12.113477,4.756140,24.594179,69.164211,190.716275,-6.462405,1.862802,8.219808,22.694377,79.921720,-18.511261,1.112960,15.147628,37.227153,116.698316,NaN,NaN,NaN,NaN,NaN
RRM,9.000000,0.040000,-28.609881,-0.425906,16.959307,60.394247,148.533758,-31.943516,1.033080,8.098216,25.687624,91.643384,-320.224148,-49.176779,-8.497878,20.250287,88.803314,NaN,NaN,NaN,NaN,NaN
CRRM,9.000000,0.040000,-14.506383,2.228365,19.146683,59.235366,159.755988,-5.322867,1.801023,8.133260,22.509180,65.094342,-25.920589,-5.689385,4.250877,21.897105,93.012731,NaN,NaN,NaN,NaN,NaN
ETM,10.000000,0.040000,-71.245714,-17.381384,-5.256612,7.124994,30.055858,-35.387148,-6.155651,-1.615104,2.501367,10.309912,-58.223649,-15.540455,-4.404268,7.933053,27.299044,-183.397405,-15.071923,7.023868,60.378737,441.789958
ERTM,10.000000,0.040000,-84.567382,-17.927923,-4.409195,3.539427,16.533493,-51.013073,-7.820641,-1.545243,1.886612,10.333044,-69.901870,-15.351190,-3.490214,3.598197,17.066917,-123.956391,-16.299394,19.008456,77.665128,460.086178
RTM,10.000000,0.040000,-12.665877,4.813564,23.619437,67.517464,181.749772,-6.302026,1.773455,8.252447,22.764120,71.523953,-20.728970,1.434875,13.867089,35.051376,115.876667,NaN,NaN,NaN,NaN,NaN
CERRM,10.000000,0.040000,-89.322137,-33.429820,-10.059996,2.951752,22.532642,-51.802729,-12.073204,-2.498227,2.941259,16.440310,-80.234106,-35.440940,-19.686911,-10.792810,5.990407,-214.982561,-12.031329,33.254891,171.128573,940.100371
