FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
CERRM,44.000000,0.030000,-96.681928,-46.289870,-13.396676,8.780812,53.078261,-77.999163,-13.782934,-0.827287,10.071755,41.092081,-92.427216,-50.750575,-28.512819,-14.087440,17.400017,-295.722168,-72.870790,14.874603,283.474044,1179.190899
ERRM,44.000000,0.030000,-100.831931,-87.477379,-30.992650,5.072713,80.152431,-309.696146,-49.458727,-6.818668,13.602015,148.065545,-216.223236,-88.889553,-37.733745,4.891674,100.963111,-344.890890,-91.537604,-19.170726,239.298430,992.173693
TM,44.000000,0.030000,-372.863502,-59.026351,61.697400,196.606015,525.057222,-22.242443,1.565943,14.503823,30.112090,76.599890,-293.106514,-56.295181,48.572972,148.971583,367.751316,NaN,NaN,NaN,NaN,NaN
RRM,44.000000,0.030000,-138.020979,-12.344871,7.939689,37.172388,146.509442,-37.421294,-0.170571,8.390299,26.433962,86.462280,-356.074845,-81.304193,-27.270774,7.520758,98.094738,NaN,NaN,NaN,NaN,NaN
CRRM,44.000000,0.030000,-66.007679,-6.636189,9.689739,37.135529,137.621031,-7.201821,1.357827,8.981292,23.619107,77.022324,-74.235456,-22.703930,-7.424545,8.686496,84.043135,NaN,NaN,NaN,NaN,NaN
ETM,45.000000,0.030000,-105.741025,-95.645578,-61.141933,-21.381262,32.034934,-144.753025,-81.703591,-32.093860,-10.969220,34.343280,-112.306875,-78.972187,-44.732944,-0.696693,45.723744,-227.023482,32.353364,265.439619,1307.676130,4887.359623
ERTM,45.000000,0.030000,-99.743089,-40.535391,-1.500523,22.089525,72.315601,-112.612943,-18.446013,-2.153365,8.411338,36.295516,-95.634514,-31.400733,-0.673404,16.737244,61.010993,-272.205496,-70.284804,24.407006,280.588091,1222.117289
RTM,45.000000,0.030000,-120.076284,0.091268,19.514774,53.785698,171.269632,-9.724952,0.933495,8.551990,23.322494,78.702404,-120.385626,-6.953280,11.830215,34.432657,133.932029,NaN,NaN,NaN,NaN,NaN
CERRM,45.000000,0.030000,-98.349706,-46.971616,-13.828201,8.061015,51.137429,-91.583854,-14.567103,-0.967795,10.093336,42.177870,-95.573283,-51.296967,-28.753731,-14.739669,17.737481,-285.968768,-71.473610,18.697831,293.545202,1237.243285
ERRM,45.000000,0.030000,-101.143674,-86.448477,-29.291312,5.957143,79.824877,-318.132344,-49.304573,-6.316009,14.909242,153.916238,-220.374934,-90.667836,-38.944666,4.214528,94.293340,-320.907211,-90.588727,-15.661743,255.579528,1027.392305
TM,45.000000,0.030000,-366.554155,-60.509310,58.677209,192.495425,518.093192,-23.010168,0.957281,14.213750,29.738331,75.646687,-288.271998,-57.486842,45.295613,145.463411,363.575119,NaN,NaN,NaN,NaN,NaN
RRM,45.000000,0.030000,-170.596040,-13.878041,7.454354,35.999984,147.549562,-40.394765,-0.527604,8.498443,26.401558,86.661743,-382.023465,-82.460280,-29.421210,6.919308,96.968932,NaN,NaN,NaN,NaN,NaN
CRRM,45.000000,0.030000,-70.722124,-7.507458,9.101469,35.540505,137.620232,-7.180169,1.316296,8.897967,23.430414,77.849319,-78.545419,-24.274175,-9.111265,6.683695,84.040916,NaN,NaN,NaN,NaN,NaN
ETM,46.000000,0.030000,-105.677965,-96.628638,-61.443557,-21.841998,30.615541,-144.127950,-83.816789,-33.414583,-11.960886,31.237521,-111.661699,-79.834893,-43.535703,-0.140968,44.437775,-250.604783,37.074211,273.383549,1323.786798,4894.966360
ERTM,46.000000,0.030000,-99.551512,-39.920014,-0.934365,22.993980,74.065339,-109.099281,-18.168771,-2.355824,8.766800,36.908151,-94.749191,-30.620123,-0.309382,17.659357,60.491662,-266.466257,-71.028572,18.198918,280.706777,1215.589336
RTM,46.000000,0.030000,-99.607661,0.798774,19.962004,54.104632,168.135018,-10.120582,0.884904,8.251698,22.966232,78.616042,-105.268246,-6.072587,12.502904,35.428564,128.918446,NaN,NaN,NaN,NaN,NaN
CERRM,46.000000,0.030000,-97.869412,-47.101783,-13.408461,8.687055,52.674140,-86.212505,-14.164370,-0.955925,10.007214,40.818466,-93.857124,-51.213510,-27.880987,-14.001009,18.401211,-299.462953,-73.816062,13.565288,296.799478,1210.269792
ERRM,46.000000,0.030000,-101.098025,-89.138313,-31.084591,5.660327,78.554687,-310.146682,-51.047547,-6.690670,14.435964,144.748420,-222.303769,-89.940020,-38.529658,5.188340,96.570826,-337.367972,-92.203592,-19.814250,243.921877,1007.925339
TM,46.000000,0.030000,-376.258708,-62.080591,59.653782,196.932222,528.540071,-23.272099,1.086135,14.286099,30.331579,77.402883,-294.219005,-58.772782,46.346549,149.710408,375.758714,NaN,NaN,NaN,NaN,NaN
RRM,46.000000,0.030000,-152.014310,-13.746796,7.797175,35.986306,144.062037,-38.663958,-0.366663,8.340985,26.628879,86.147465,-348.174442,-83.156073,-27.403354,7.686956,100.527874,NaN,NaN,NaN,NaN,NaN
CRRM,46.000000,0.030000,-69.197420,-6.888657,9.340631,36.296980,131.941509,-7.499512,1.365837,8.860199,23.244499,78.976759,-76.842183,-22.997081,-7.597699,8.578439,83.118830,NaN,NaN,NaN,NaN,NaN
ETM,47.000000,0.030000,-105.797538,-96.417722,-62.095843,-22.650732,31.997173,-144.069821,-83.504599,-34.160751,-12.170062,34.002451,-111.965232,-79.998119,-45.105956,-1.115342,46.600565,-235.670348,40.810766,275.033845,1372.361883,4858.343155
ERTM,47.000000,0.030000,-99.450912,-37.663872,-0.357516,23.269587,76.773944,-106.406751,-17.051282,-2.138322,9.030998,38.313192,-93.840193,-29.352405,-0.136175,17.936305,63.465222,-259.023040,-71.328128,16.305189,279.271468,1185.064632
RTM,47.000000,0.030000,-91.076681,0.762687,19.868652,55.270007,172.502858,-10.064705,0.731836,8.193641,23.500593,78.382099,-100.051164,-6.420622,12.309745,35.655702,130.095443,NaN,NaN,NaN,NaN,NaN
CERRM,47.000000,0.030000,-97.222031,-46.959935,-13.835469,9.194739,53.187813,-79.818630,-13.329181,-0.677103,10.491799,42.496756,-92.918114,-51.325030,-28.715040,-14.555406,18.781753,-294.226678,-73.469860,13.605579,292.464008,1189.894312
ERRM,47.000000,0.030000,-100.954506,-89.982465,-32.026425,5.112535,78.460973,-313.200647,-54.529943,-6.952361,14.607472,157.055601,-216.463197,-89.633448,-38.560196,5.393955,102.972636,-325.251849,-94.286316,-24.179916,244.047572,1019.910820
TM,47.000000,0.030000,-381.113625,-61.513668,62.583178,201.731627,536.897828,-23.005336,0.975462,14.109581,30.106315,77.543026,-297.079118,-58.766432,50.021038,153.556695,382.749540,NaN,NaN,NaN,NaN,NaN
RRM,47.000000,0.030000,-152.455033,-14.191145,7.568590,36.448965,145.371996,-37.978432,-0.484618,8.476624,26.624182,85.857585,-345.209021,-81.996643,-28.145117,7.415241,101.869959,NaN,NaN,NaN,NaN,NaN
CRRM,47.000000,0.030000,-66.808061,-7.582723,8.793296,36.229152,134.723174,-7.268210,1.161652,8.997983,23.895501,78.522846,-76.321966,-24.360122,-8.814830,7.804169,81.506453,NaN,NaN,NaN,NaN,NaN
ETM,48.000000,0.030000,-105.650118,-97.074961,-63.052866,-22.275116,32.744975,-145.028381,-85.942967,-35.337237,-12.691705,33.124326,-112.963104,-81.302514,-44.783963,-0.349676,46.818272,-226.858459,44.774459,291.061430,1410.638030,5006.471911
ERTM,48.000000,0.030000,-99.587587,-37.992984,0.181854,24.460677,78.571065,-106.026686,-16.910241,-2.076443,9.167037,39.984807,-94.021682,-30.988337,0.521701,18.585248,65.082806,-260.913097,-73.951197,9.786095,274.777528,1194.276331
RTM,48.000000,0.030000,-105.265316,0.160476,20.097881,54.315219,169.500676,-9.317659,0.799141,8.226485,23.037455,79.583691,-112.907997,-7.180193,12.507017,35.264363,131.249307,NaN,NaN,NaN,NaN,NaN
CERRM,48.000000,0.030000,-97.723525,-46.691986,-12.951048,9.552532,55.347854,-87.073542,-13.215744,-0.390649,10.338991,42.424977,-94.334992,-51.976915,-28.423056,-14.060085,19.115765,-305.763279,-75.918527,3.460336,280.956592,1189.253306
ERRM,48.000000,0.030000,-101.241767,-90.515519,-32.394762,5.171196,79.512172,-313.393123,-58.311397,-6.793043,13.983609,135.908734,-217.943186,-88.419746,-37.940269,5.150013,103.425147,-339.967045,-96.073002,-28.521979,233.779645,982.966644
TM,48.000000,0.030000,-387.883848,-62.083576,66.529622,206.441214,546.193885,-23.472585,1.770860,14.566785,30.427622,78.283333,-305.292640,-58.738947,55.648080,155.202272,388.239815,NaN,NaN,NaN,NaN,NaN
RRM,48.000000,0.030000,-165.062956,-15.126109,7.069118,35.081203,141.780611,-36.900812,-0.678459,8.465720,26.320940,86.637627,-354.552366,-82.700023,-29.519312,6.893880,97.083173,NaN,NaN,NaN,NaN,NaN
CRRM,48.000000,0.030000,-70.562601,-8.307331,8.755621,35.559795,132.772047,-7.141927,1.264927,8.945845,23.454307,78.705932,-77.888039,-25.770278,-9.194159,6.873296,80.156495,NaN,NaN,NaN,NaN,NaN
ETM,49.000000,0.030000,-106.091262,-97.204328,-63.339162,-22.759041,32.389880,-146.533761,-86.898656,-35.961633,-12.721863,34.477693,-113.288085,-81.592574,-44.764883,-1.073634,46.837926,-249.717555,45.174463,297.867764,1407.706239,5011.124579
ERTM,49.000000,0.030000,-99.673104,-35.696931,0.021325,24.051743,78.582910,-103.004840,-16.125183,-1.881742,9.010108,39.376351,-92.958300,-29.759787,0.987927,18.524235,64.433615,-239.772053,-70.621945,10.933730,281.712726,1183.675465
RTM,49.000000,0.030000,-120.705774,0.138529,20.492328,55.651569,170.542835,-10.037957,0.669171,8.136223,23.184381,78.349483,-119.350207,-6.774186,13.134213,36.419410,130.484534,NaN,NaN,NaN,NaN,NaN
CERRM,49.000000,0.030000,-98.194489,-47.154882,-13.678815,9.373706,55.070894,-85.639435,-13.167180,-0.525702,10.532776,45.331823,-94.699469,-52.305455,-28.886167,-14.281504,17.901846,-296.394830,-74.715837,6.876686,294.858160,1217.496470
ERRM,49.000000,0.030000,-101.015203,-89.116748,-30.161365,6.734448,81.614519,-312.249095,-55.827546,-6.350264,15.290635,159.119558,-223.742515,-90.053053,-38.648791,4.510220,101.580575,-334.808271,-93.954680,-28.082982,227.372476,1023.773964
TM,49.000000,0.030000,-393.278421,-62.615737,66.962704,198.703160,523.355932,-23.930309,2.442639,14.722406,30.637861,76.938396,-313.170344,-59.716900,53.402682,151.268957,373.752781,NaN,NaN,NaN,NaN,NaN
RRM,49.000000,0.030000,-172.931335,-15.322573,7.226815,35.644874,142.675685,-39.505358,-0.718007,7.987214,26.240234,85.920370,-364.098540,-83.696152,-28.765637,7.253210,98.869170,NaN,NaN,NaN,NaN,NaN
CRRM,49.000000,0.030000,-69.741037,-8.507331,9.200769,35.713014,132.691055,-7.062976,1.245241,8.856326,23.820548,79.045569,-78.092176,-25.386842,-8.641409,7.347598,77.820167,NaN,NaN,NaN,NaN,NaN
ETM,50.000000,0.030000,-105.993703,-97.906693,-64.669490,-23.913557,30.856365,-147.475468,-89.021355,-37.093561,-13.735503,32.796839,-114.195684,-82.871837,-46.515612,-1.943963,46.140195,-210.676918,55.039164,303.894836,1477.155891,5171.066328
ERTM,50.000000,0.030000,-99.512067,-35.411525,0.635501,24.258306,78.023086,-103.324795,-15.642285,-2.039995,9.188897,39.472926,-93.243122,-29.113102,1.242130,18.985755,65.684523,-244.101309,-71.528594,10.130576,273.479417,1203.238348
RTM,50.000000,0.030000,-112.673828,0.088720,20.637464,55.866802,169.388012,-10.432772,0.689523,8.179984,23.115552,78.736330,-114.912009,-6.809383,13.172652,36.358005,132.415955,NaN,NaN,NaN,NaN,NaN
CERRM,50.000000,0.030000,-97.501986,-46.074112,-13.512844,9.239798,55.885667,-86.810697,-13.320830,-0.279506,10.597198,44.492489,-94.767156,-52.442093,-29.289609,-14.647907,20.008906,-309.673172,-76.514243,2.461830,286.132336,1247.748776
ERRM,50.000000,0.030000,-101.205350,-91.123734,-31.391408,5.377812,77.439110,-315.307994,-58.776971,-6.494922,15.312007,154.376667,-232.372510,-92.302939,-39.827976,5.476812,103.083313,-334.867743,-95.597236,-30.135290,222.384977,1043.759329
TM,50.000000,0.030000,-401.296195,-63.853059,68.083261,206.106086,556.581492,-24.503686,2.280256,15.067167,30.651056,76.769631,-319.521103,-60.898008,54.666942,155.920410,390.415988,NaN,NaN,NaN,NaN,NaN
RRM,50.000000,0.030000,-152.956286,-15.894506,6.803475,35.663098,140.582930,-40.663021,-0.632964,8.545334,26.048407,84.161428,-356.160661,-82.949715,-28.966375,6.650273,101.779590,NaN,NaN,NaN,NaN,NaN
CRRM,50.000000,0.030000,-70.239209,-8.680824,8.971858,35.427120,133.699524,-7.549194,1.266904,8.974858,23.552783,78.113436,-77.892841,-25.415296,-9.149479,6.851354,80.753785,NaN,NaN,NaN,NaN,NaN
ETM,51.000000,0.030000,-105.960454,-97.675339,-64.605594,-24.017504,32.937490,-146.445018,-87.573769,-37.258856,-12.905661,37.744956,-112.983963,-82.365769,-46.434586,-3.073732,46.236574,-220.988607,53.519316,312.058973,1476.655845,5224.591898
ERTM,51.000000,0.030000,-99.935421,-34.229024,0.113873,24.200703,76.880437,-103.581407,-15.278936,-1.651022,9.161295,38.953946,-91.303178,-29.204933,0.585223,18.667319,65.475266,-234.205962,-72.092372,5.779442,268.491543,1147.849194
RTM,51.000000,0.030000,-127.791508,0.088703,20.422924,54.723366,166.740360,-9.472925,0.708975,8.485320,22.959700,78.294969,-122.535106,-7.148307,13.033897,36.254353,129.901069,NaN,NaN,NaN,NaN,NaN
CERRM,51.000000,0.030000,-98.702303,-47.021915,-13.793542,9.443875,54.365421,-86.479289,-12.925683,0.035038,11.099937,45.674663,-95.645347,-52.719907,-29.787717,-15.168955,17.493203,-311.469930,-77.514358,0.191955,279.805750,1247.425506
ERRM,51.000000,0.030000,-100.959170,-90.128115,-32.038163,6.236021,83.123828,-313.686383,-56.603905,-6.285497,15.396765,158.827078,-238.672982,-91.887291,-40.794361,5.213818,99.738056,-331.319315,-96.025346,-30.134204,217.663369,1063.612298
TM,51.000000,0.030000,-396.597167,-64.703036,65.779515,205.964554,560.916250,-24.397214,2.743986,15.185844,30.805584,77.009361,-314.168381,-61.115157,51.807707,156.422586,393.780915,NaN,NaN,NaN,NaN,NaN
RRM,51.000000,0.030000,-146.265089,-15.718519,7.075415,36.339647,142.945653,-42.746971,-0.650277,8.231424,26.136974,85.105044,-333.055938,-83.232099,-29.843488,6.752253,99.338222,NaN,NaN,NaN,NaN,NaN
CRRM,51.000000,0.030000,-73.894829,-9.253328,8.120174,34.930885,129.975946,-7.001993,1.441048,9.187672,23.475085,77.928055,-80.993894,-26.438701,-9.981043,6.163353,77.983729,NaN,NaN,NaN,NaN,NaN
ETM,52.000000,0.030000,-106.345739,-98.123403,-66.110338,-24.917010,31.166322,-144.963581,-89.267068,-37.967039,-14.252937,34.657629,-113.788850,-82.865901,-47.249079,-2.718472,45.414934,-201.978439,54.518028,311.405911,1486.888915,5230.690657
ERTM,52.000000,0.030000,-99.752397,-34.162076,0.600553,24.812561,79.372719,-100.445242,-15.017964,-1.928481,9.492889,40.416860,-91.330438,-28.538403,1.315473,19.500388,68.681226,-207.784559,-71.896472,9.069399,287.100610,1174.746869
RTM,52.000000,0.030000,-119.662198,0.916623,21.690696,57.412304,169.612251,-9.941796,0.595835,8.312300,23.185226,77.840710,-118.050020,-6.492041,14.076654,37.815589,131.260033,NaN,NaN,NaN,NaN,NaN
CERRM,52.000000,0.030000,-97.927763,-46.511953,-13.260155,9.764691,57.021202,-78.541588,-12.681334,-0.029819,10.982630,45.352502,-94.208716,-52.455447,-29.252132,-14.686631,20.968514,-293.641648,-78.389826,0.217215,292.346906,1227.865499
ERRM,52.000000,0.030000,-101.201632,-90.250460,-31.092937,6.341023,80.812372,-323.219709,-57.572798,-6.474782,15.493571,152.666234,-231.348272,-91.930635,-39.224273,4.757171,104.371665,-332.802482,-95.772445,-34.073432,222.436541,1048.339606
TM,52.000000,0.030000,-427.814503,-67.179328,64.719837,207.987904,570.951598,-24.626282,2.126364,15.010443,31.397267,76.678153,-336.194743,-63.271745,51.838519,157.980114,407.716673,NaN,NaN,NaN,NaN,NaN
RRM,52.000000,0.030000,-147.591395,-15.533728,7.632506,37.023151,142.434969,-40.551760,-0.716921,8.651965,25.792146,84.563807,-348.207457,-83.256502,-28.723652,8.058934,98.779547,NaN,NaN,NaN,NaN,NaN
CRRM,52.000000,0.030000,-73.701831,-8.816695,8.879673,35.806180,134.924125,-7.450922,1.286965,9.095750,23.699148,77.850321,-79.953649,-26.194246,-9.063815,7.475588,80.600147,NaN,NaN,NaN,NaN,NaN
ETM,53.000000,0.030000,-107.175534,-98.319109,-64.783469,-24.342493,31.619148,-149.936828,-90.786425,-38.119559,-13.854594,33.586206,-113.044192,-82.439961,-47.118265,-3.262447,43.971751,-214.155134,57.503371,318.300245,1537.542015,5180.142161
ERTM,53.000000,0.030000,-99.560277,-34.145811,0.784044,25.258696,80.322887,-99.527273,-14.935459,-2.050197,9.439640,41.732949,-90.208229,-28.103072,1.410373,20.044201,67.604736,-214.090527,-71.119835,8.498521,277.660114,1127.428068
RTM,53.000000,0.030000,-114.773675,0.568390,21.652289,57.446944,168.348536,-10.507209,0.673960,8.350482,23.082861,78.510215,-116.872590,-6.658705,14.000178,37.830162,130.134342,NaN,NaN,NaN,NaN,NaN
CERRM,53.000000,0.030000,-97.925221,-47.148983,-13.161001,9.833382,57.176613,-87.455203,-12.923624,-0.224723,11.197011,45.961820,-95.527744,-52.727219,-29.069459,-14.188091,19.638281,-309.256454,-78.326432,3.656896,288.453400,1224.931623
ERRM,53.000000,0.030000,-101.077541,-91.189295,-31.340057,5.920416,86.016122,-328.563821,-63.676329,-6.195205,15.272502,156.093797,-230.878413,-90.356812,-38.114019,6.463969,110.008478,-333.450906,-97.536223,-32.157895,220.130789,1041.757073
TM,53.000000,0.030000,-425.670969,-67.426191,63.775915,200.876199,554.234453,-24.857434,2.366422,14.976996,30.849996,76.745571,-333.088969,-63.144644,51.493956,153.461594,392.489414,NaN,NaN,NaN,NaN,NaN
RRM,53.000000,0.030000,-159.295383,-15.276234,7.310854,36.784279,144.042210,-40.155430,-0.567894,8.720375,26.311775,84.997855,-349.313714,-82.296205,-29.268253,8.261919,100.111836,NaN,NaN,NaN,NaN,NaN
CRRM,53.000000,0.030000,-72.651638,-9.207951,8.823914,35.736418,131.947218,-7.325569,1.375958,9.252533,24.040471,78.176889,-79.682029,-26.049156,-8.767873,7.624222,82.995632,NaN,NaN,NaN,NaN,NaN
ETM,54.000000,0.030000,-106.328875,-98.604410,-66.480514,-24.986430,31.347384,-147.314609,-91.420390,-38.528045,-13.973002,38.462944,-113.835943,-84.409457,-48.249230,-3.371420,45.414634,-196.776517,63.470376,322.371597,1571.418677,5289.716759
ERTM,54.000000,0.030000,-99.842436,-33.280879,0.968730,25.084552,79.514027,-98.992428,-14.435513,-1.806845,9.333599,40.726187,-90.112458,-28.341587,1.510669,20.219857,68.613638,-205.423245,-71.877855,3.502541,280.510899,1102.647554
RTM,54.000000,0.030000,-125.605506,0.692295,21.486177,56.426872,165.146823,-10.342934,0.589457,8.291508,23.005138,78.304306,-119.929147,-7.075759,14.030949,37.686449,131.545878,NaN,NaN,NaN,NaN,NaN
CERRM,54.000000,0.030000,-98.439487,-46.483773,-12.987969,10.740049,57.841014,-87.527942,-12.316726,0.153965,11.374746,46.076523,-95.564953,-52.811567,-29.077462,-13.940891,20.063460,-314.421064,-80.026505,-4.250842,288.927431,1196.575429
ERRM,54.000000,0.030000,-101.202135,-91.820177,-31.453445,6.131604,82.995161,-327.847976,-64.831365,-6.048368,16.031056,169.073893,-243.972849,-92.875597,-39.677891,5.539706,106.504415,-335.219963,-98.351250,-38.592344,202.823197,991.553235
TM,54.000000,0.030000,-422.602375,-66.572382,67.548272,205.727947,554.768346,-24.223869,3.212531,15.249572,31.725531,81.392604,-334.956797,-62.755229,53.975844,155.202385,390.803149,NaN,NaN,NaN,NaN,NaN
RRM,54.000000,0.030000,-150.481091,-15.819892,7.355283,36.877482,144.799366,-41.624989,-0.702104,8.585352,26.063860,85.700890,-340.580515,-82.956372,-28.764090,7.956471,99.960346,NaN,NaN,NaN,NaN,NaN
CRRM,54.000000,0.030000,-75.979568,-10.227481,8.315338,35.138586,132.849478,-7.954038,1.263985,9.092175,23.501252,78.397256,-82.262563,-27.504341,-10.186539,6.532845,80.947897,NaN,NaN,NaN,NaN,NaN
ETM,55.000000,0.030000,-107.332494,-98.878579,-67.479992,-25.494730,32.173066,-150.202241,-91.894355,-40.481112,-14.886306,32.441515,-114.849548,-84.320989,-48.399072,-3.411890,49.502239,-218.524539,68.464516,337.819583,1597.701309,5348.965713
ERTM,55.000000,0.030000,-99.695516,-32.787719,1.197292,25.102060,80.740827,-98.581587,-14.817536,-2.113702,8.732557,39.830539,-90.030063,-27.258418,1.780080,20.456478,69.727048,-204.332324,-70.535763,6.356059,274.455162,1130.495216
RTM,55.000000,0.030000,-126.311564,1.402520,21.410396,55.743980,165.495553,-11.127812,0.352529,8.268258,23.019401,77.719457,-120.878989,-6.060483,14.399734,37.686128,127.181727,NaN,NaN,NaN,NaN,NaN
CERRM,55.000000,0.030000,-98.198415,-46.643827,-13.192440,10.531418,59.508538,-82.700423,-12.400747,0.002499,11.199062,44.607271,-95.963162,-52.865107,-29.201108,-14.440806,22.591029,-304.778789,-80.171387,-2.716303,288.971825,1251.272021
ERRM,55.000000,0.030000,-101.091467,-92.059531,-32.330560,6.024651,82.447617,-316.240805,-62.531583,-6.114032,15.955310,169.391065,-250.587634,-93.466952,-41.367528,4.084290,103.907527,-330.158093,-98.249076,-38.575037,200.145294,1031.473439
TM,55.000000,0.030000,-436.369464,-69.737563,68.295555,212.406721,582.542286,-25.357379,3.000835,15.188194,31.382396,79.908638,-342.536294,-65.217671,56.255618,162.899386,419.208366,NaN,NaN,NaN,NaN,NaN
RRM,55.000000,0.030000,-149.465188,-15.835846,7.280813,36.412899,143.342178,-41.180071,-0.867974,8.555283,26.185083,85.994212,-339.171517,-83.783588,-30.375787,6.743646,95.220316,NaN,NaN,NaN,NaN,NaN
CRRM,55.000000,0.030000,-74.154231,-9.719317,8.235261,34.195579,128.829035,-8.156099,1.226154,9.101510,23.721248,78.237015,-80.928509,-27.761985,-10.428496,5.129047,77.100638,NaN,NaN,NaN,NaN,NaN
ETM,56.000000,0.030000,-106.829845,-98.766142,-67.335396,-26.371052,31.689119,-149.919009,-90.928769,-40.362885,-14.883533,34.862797,-112.865629,-83.916605,-47.781100,-3.680016,45.709818,-208.922262,68.800596,331.265192,1579.618093,5377.112790
ERTM,56.000000,0.030000,-99.706815,-33.258465,1.086591,25.525862,78.090863,-96.510832,-14.607021,-1.910465,9.257035,41.749868,-89.520242,-27.703385,2.055724,20.710406,67.361378,-205.210198,-72.461640,2.013973,272.847492,1147.946298
RTM,56.000000,0.030000,-120.391907,0.935137,22.351844,56.648819,166.941313,-11.013793,0.383945,8.167826,22.988692,78.551332,-118.396275,-6.360766,14.796821,38.236463,125.482734,NaN,NaN,NaN,NaN,NaN
CERRM,56.000000,0.030000,-97.398925,-46.861814,-12.954696,10.304487,58.235675,-77.753704,-12.066026,0.234795,11.590289,48.065808,-94.792759,-53.238965,-29.868702,-14.703205,21.297648,-307.240510,-81.069789,-8.344602,280.413036,1278.482173
ERRM,56.000000,0.030000,-101.370316,-93.621980,-34.267720,4.905963,83.509900,-332.061990,-70.353989,-6.747709,15.385205,163.026334,-247.923321,-92.216698,-40.829878,5.664855,110.034161,-331.899933,-101.286569,-43.285327,194.628668,1081.822970
TM,56.000000,0.030000,-423.554054,-68.169323,68.583927,211.573428,572.160741,-26.323627,2.923531,15.274994,31.341589,80.328037,-339.028194,-64.043830,54.838990,161.522869,412.883743,NaN,NaN,NaN,NaN,NaN
RRM,56.000000,0.030000,-149.203296,-16.777627,7.374029,37.329725,139.308111,-40.914618,-1.056630,8.273051,25.834619,83.676387,-329.032458,-82.977938,-30.335646,8.794494,103.646773,NaN,NaN,NaN,NaN,NaN
CRRM,56.000000,0.030000,-73.204200,-9.948172,8.566302,34.548140,130.671406,-8.366272,1.200115,9.113214,23.798288,79.171445,-80.646108,-27.306110,-9.978746,6.048102,77.987094,NaN,NaN,NaN,NaN,NaN
ETM,57.000000,0.030000,-105.998311,-98.851838,-67.830408,-26.095844,33.429259,-149.303841,-92.604580,-40.909101,-15.319010,33.876275,-114.579711,-85.450169,-48.750575,-4.359455,48.585518,-189.059220,70.929832,337.950162,1591.714950,5265.369659
ERTM,57.000000,0.030000,-99.864586,-32.239080,0.595490,25.708326,81.069357,-99.674786,-14.423501,-2.026204,9.339954,41.025487,-89.209418,-27.382453,2.048315,21.066879,68.581764,-193.121446,-71.824434,3.060469,282.372515,1119.608554
RTM,57.000000,0.030000,-125.934833,0.462011,22.131924,56.693068,165.071428,-11.253082,0.486247,8.151063,22.980049,79.010978,-119.676836,-6.856454,15.059969,38.003697,125.352318,NaN,NaN,NaN,NaN,NaN
CERRM,57.000000,0.030000,-98.080766,-46.408469,-12.629534,10.535015,56.648179,-84.041922,-12.150417,0.372300,11.771692,47.028440,-95.786721,-52.731549,-29.394777,-14.279888,21.655527,-307.184590,-82.653610,-8.972067,278.777447,1246.287626
ERRM,57.000000,0.030000,-101.281983,-93.825798,-35.564136,4.039064,80.419624,-332.731810,-78.281817,-6.787852,15.352444,155.982978,-243.398117,-90.724544,-39.293190,6.075220,109.149752,-337.822404,-101.197819,-43.190309,201.372227,1038.660567
TM,57.000000,0.030000,-441.033076,-70.037679,66.525838,211.540881,585.170965,-25.847819,2.783919,15.439941,31.671110,77.847925,-345.143987,-65.530904,53.242869,160.489257,410.158640,NaN,NaN,NaN,NaN,NaN
RRM,57.000000,0.030000,-144.426188,-16.594571,6.768544,37.095018,139.317923,-37.861735,-0.742779,8.525270,25.900390,85.316178,-337.598901,-81.935540,-30.256984,7.960446,97.326593,NaN,NaN,NaN,NaN,NaN
CRRM,57.000000,0.030000,-75.705826,-10.536595,7.993937,34.381757,129.430124,-8.338462,1.291509,9.164360,23.799423,79.260188,-81.727942,-28.171322,-10.015735,6.444418,76.091721,NaN,NaN,NaN,NaN,NaN
ETM,58.000000,0.030000,-107.065643,-99.054592,-69.253626,-27.167976,27.031360,-154.195477,-93.574465,-42.192462,-15.761255,32.817460,-114.849530,-85.071803,-50.047081,-5.117451,45.970258,-180.968140,80.012673,345.757603,1659.974696,5462.183066
ERTM,58.000000,0.030000,-99.926474,-32.593669,0.934948,26.181111,82.861862,-99.400436,-14.337394,-2.025005,9.331913,42.410636,-88.965574,-28.095034,2.094462,21.665704,71.682509,-184.842423,-72.309751,5.815084,281.984806,1113.581041
RTM,58.000000,0.030000,-124.676977,0.206402,22.577791,58.120215,165.105148,-11.074385,0.193886,8.063147,22.906587,78.092585,-119.854583,-7.321638,15.172411,39.531092,129.426800,NaN,NaN,NaN,NaN,NaN
CERRM,58.000000,0.030000,-98.406977,-45.619995,-12.245654,11.092226,59.097974,-88.783514,-11.832731,0.589273,12.205698,49.117433,-94.750471,-52.534471,-28.898461,-13.866317,21.790152,-313.676001,-83.268609,-10.768282,278.280184,1266.894854
ERRM,58.000000,0.030000,-100.888091,-93.588330,-34.924861,5.352510,82.588712,-343.964632,-90.423555,-7.488261,14.703010,148.972606,-240.814997,-92.417085,-39.607072,8.459607,113.643864,-337.244114,-101.665044,-44.521260,195.353149,1025.460708
