FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
ERRM,26.000000,0.010000,-16.610886,-37.669104,-18.957489,48.455963,66.931201,1335.446859,84.867796,244.884859
CERRM,26.000000,0.010000,-9.425528,-5.202444,-13.255185,74.276351,39.501850,157.325119,32.401649,280.134732
TM,26.000000,0.010000,79.531265,17.734656,52.535523,NaN,451.638221,28.041653,333.468368,NaN
RRM,26.000000,0.010000,22.069628,14.745581,-38.426129,NaN,217.027104,201.857072,242.585265,NaN
CRRM,26.000000,0.010000,31.784666,16.957808,15.871912,NaN,130.787395,37.405418,79.916719,NaN
ETM-NN,26.000000,0.010000,-42.229612,-39.733952,-20.256518,775.264228,51.619963,62.049068,42.622487,1512.647818
ERTM-NN,26.000000,0.010000,-10.550429,-7.203675,-11.165111,86.554259,46.439025,158.187551,34.894185,338.721705
RTM-NN,26.000000,0.010000,45.366968,14.298587,24.998276,NaN,93.418896,22.366712,60.959557,NaN
ERRM-NN,26.000000,0.010000,-5.705171,0.118515,-11.685628,58.762921,58.873748,114.363036,60.597261,235.137565
CERRM-NN,26.000000,0.010000,-10.021126,-3.198983,-13.038159,82.052783,38.343813,124.326522,29.617890,269.674686
TM-NN,26.000000,0.010000,134.823559,13.956342,91.266679,NaN,366.525171,25.229727,273.089009,NaN
ETM,27.000000,0.010000,-40.349072,-36.805561,-20.557724,753.696629,58.728930,62.590603,46.024501,1548.753907
ERTM,27.000000,0.010000,-5.685331,-9.975920,-13.998865,78.800842,57.610765,547.199318,49.431833,432.248610
RTM,27.000000,0.010000,35.917702,15.992972,20.084620,NaN,125.512974,25.176760,78.552431,NaN
ERRM,27.000000,0.010000,-17.473835,-37.292453,-19.391134,50.949114,66.411726,691.006017,83.612799,255.588211
CERRM,27.000000,0.010000,-9.676676,-1.502497,-14.133178,81.643623,40.673329,505.203964,33.094741,297.449398
TM,27.000000,0.010000,81.303858,17.769058,54.032511,NaN,444.135220,28.867056,325.296127,NaN
RRM,27.000000,0.010000,18.702281,19.841336,-38.569249,NaN,212.461358,404.611841,244.663159,NaN
CRRM,27.000000,0.010000,29.721173,13.122337,14.822789,NaN,138.060211,376.192169,84.702700,NaN
ETM-NN,27.000000,0.010000,-43.884468,-40.397043,-20.986573,794.449252,48.713272,61.904964,41.497822,1496.806031
ERTM-NN,27.000000,0.010000,-10.839518,-4.762249,-11.710617,95.651516,47.171377,533.944234,35.616762,365.147838
RTM-NN,27.000000,0.010000,44.544122,14.293376,24.603029,NaN,89.409432,21.716011,60.060708,NaN
ERRM-NN,27.000000,0.010000,-6.129637,1.109866,-12.337442,61.177969,57.691545,172.649900,58.874773,245.872581
CERRM-NN,27.000000,0.010000,-10.232512,2.473995,-13.816904,88.692991,39.215276,448.838369,30.126374,287.693087
TM-NN,27.000000,0.010000,137.652641,13.942440,93.073114,NaN,352.856431,25.329401,260.966195,NaN
ETM,28.000000,0.010000,-40.134448,-37.179988,-19.972455,769.342151,57.576518,61.681138,45.795459,1570.213671
ERTM,28.000000,0.010000,-5.229682,-15.616028,-15.154428,84.342501,79.139483,147.579012,52.338460,474.092395
RTM,28.000000,0.010000,36.813865,16.346722,20.470550,NaN,120.998036,32.117076,76.389435,NaN
ERRM,28.000000,0.010000,-17.909391,-15.995264,-19.198508,48.158884,68.293209,1065.392618,86.325013,256.099144
CERRM,28.000000,0.010000,-9.689690,-5.402484,-14.169779,78.644144,40.431564,109.240523,33.474960,295.710760
TM,28.000000,0.010000,81.656842,17.985299,54.679296,NaN,457.204138,28.210265,336.141711,NaN
RRM,28.000000,0.010000,19.494075,23.409476,-38.061537,NaN,222.584307,1361.242695,239.568622,NaN
CRRM,28.000000,0.010000,31.904316,16.834684,15.976432,NaN,137.404688,30.437620,83.281027,NaN
ETM-NN,28.000000,0.010000,-43.489899,-40.673065,-20.505730,811.152968,49.373823,62.921342,42.119910,1523.635542
ERTM-NN,28.000000,0.010000,-11.651092,-10.686563,-12.286959,98.384891,47.452662,72.122154,35.842947,373.854365
RTM-NN,28.000000,0.010000,44.525147,14.697266,24.530705,NaN,88.678624,29.680963,59.677673,NaN
ERRM-NN,28.000000,0.010000,-6.074999,15.419964,-11.630484,59.530252,59.064201,1181.529203,60.132501,245.582526
CERRM-NN,28.000000,0.010000,-10.332828,-3.418615,-13.801266,86.037666,39.404930,94.477554,30.210500,285.024380
TM-NN,28.000000,0.010000,138.974845,14.100335,94.583168,NaN,362.467006,25.168525,270.087271,NaN
ETM,29.000000,0.010000,-40.882412,-38.478615,-19.917108,775.199671,56.671521,100.517889,45.266222,1572.859556
ERTM,29.000000,0.010000,-6.408371,-13.779713,-14.055033,89.267136,55.802826,284.670380,48.655023,527.402251
RTM,29.000000,0.010000,32.680805,16.132787,17.875429,NaN,121.717664,26.957013,77.900668,NaN
ERRM,29.000000,0.010000,-18.005602,-28.501934,-20.444604,49.521353,68.880159,283.927258,86.066233,261.457169
CERRM,29.000000,0.010000,-9.984953,-4.562288,-14.738868,81.795632,40.411710,89.035516,33.622296,298.097066
TM,29.000000,0.010000,81.309442,17.734134,54.135943,NaN,443.156380,30.097339,323.403673,NaN
RRM,29.000000,0.010000,16.208809,16.157814,-40.072124,NaN,208.517928,573.316347,228.797226,NaN
CRRM,29.000000,0.010000,26.688997,16.443230,12.894084,NaN,140.924568,35.990296,86.567434,NaN
ETM-NN,29.000000,0.010000,-44.357258,-41.292462,-20.562575,819.470982,48.382643,68.611780,41.779325,1521.246167
ERTM-NN,29.000000,0.010000,-11.492797,-8.267258,-11.921600,101.997501,47.983302,182.638515,35.729191,389.738675
RTM-NN,29.000000,0.010000,41.658864,14.294008,22.715968,NaN,84.628331,24.192106,58.363793,NaN
ERRM-NN,29.000000,0.010000,-6.251345,0.241751,-12.758029,60.852194,61.070420,99.126937,59.589588,251.154827
CERRM-NN,29.000000,0.010000,-10.490874,-3.167065,-14.323994,88.722931,39.061543,74.277180,30.220286,289.269998
TM-NN,29.000000,0.010000,138.497148,13.824502,93.793421,NaN,352.562290,24.861570,259.698964,NaN
ETM,30.000000,0.010000,-41.045849,-38.401014,-20.321475,789.630575,60.483067,59.299003,46.365992,1574.790255
ERTM,30.000000,0.010000,-5.772588,-16.256342,-15.754824,101.988564,67.309875,212.937430,53.151797,552.440246
RTM,30.000000,0.010000,32.831045,16.008737,18.215243,NaN,119.974637,26.783525,77.769513,NaN
ERRM,30.000000,0.010000,-19.375301,-35.925435,-20.473318,49.058613,70.048916,683.521955,89.844561,260.570234
CERRM,30.000000,0.010000,-9.878456,-2.097320,-15.013830,79.773339,41.972910,257.916284,35.133514,300.529444
TM,30.000000,0.010000,86.504943,17.804223,58.030757,NaN,446.255176,27.736309,327.082519,NaN
RRM,30.000000,0.010000,14.379239,104.186931,-42.318424,NaN,212.913404,9560.523367,236.656535,NaN
CRRM,30.000000,0.010000,26.039261,16.564399,12.612867,NaN,141.969668,27.634330,87.427687,NaN
ETM-NN,30.000000,0.010000,-45.029998,-41.466340,-21.043822,833.123775,47.481968,62.145218,42.351271,1520.997385
ERTM-NN,30.000000,0.010000,-12.190954,-9.637685,-12.731170,110.571854,49.225465,90.330080,36.377835,409.230861
RTM-NN,30.000000,0.010000,41.839294,14.127140,23.044227,NaN,82.583264,22.216477,58.499825,NaN
ERRM-NN,30.000000,0.010000,-7.277684,1.383191,-12.036728,60.891215,63.263576,183.942695,59.871618,250.630740
CERRM-NN,30.000000,0.010000,-10.394319,-0.125610,-14.413919,87.517223,40.159708,251.359109,30.742287,290.063114
TM-NN,30.000000,0.010000,142.823533,13.830254,97.218481,NaN,358.814712,24.457967,265.297047,NaN
ETM,31.000000,0.010000,-41.703543,-38.249363,-21.108421,766.554400,58.246208,58.606310,46.247261,1533.787198
ERTM,31.000000,0.010000,-6.821226,-20.512932,-16.671487,120.641110,66.390460,1294.525064,54.158838,616.867860
RTM,31.000000,0.010000,33.458798,16.080233,18.476988,NaN,122.547260,28.609842,79.158052,NaN
ERRM,31.000000,0.010000,-18.537157,-26.114241,-22.124012,54.197445,73.645908,847.869493,90.156283,270.166820
CERRM,31.000000,0.010000,-10.148909,-8.175464,-14.856239,85.408454,42.893595,186.882009,35.299096,306.216039
TM,31.000000,0.010000,88.171347,17.432117,59.044753,NaN,452.451702,32.887093,327.328296,NaN
RRM,31.000000,0.010000,14.863852,21.861312,-41.472545,NaN,211.270054,1001.555817,228.135332,NaN
CRRM,31.000000,0.010000,26.762436,16.502952,12.974631,NaN,161.046342,40.708411,98.819882,NaN
ETM-NN,31.000000,0.010000,-45.537799,-41.674896,-21.848812,813.018504,46.569055,61.601147,42.474545,1472.904037
ERTM-NN,31.000000,0.010000,-13.637078,-5.643831,-13.364873,123.968463,52.368669,659.762873,37.375155,434.565591
RTM-NN,31.000000,0.010000,42.591334,14.220662,23.396936,NaN,86.710131,22.534352,60.368437,NaN
ERRM-NN,31.000000,0.010000,-6.294023,11.567262,-13.115593,66.407029,61.752786,567.649580,59.672552,260.781298
CERRM-NN,31.000000,0.010000,-10.585439,-4.929743,-14.308545,92.921617,40.527146,90.670631,31.119346,297.218318
TM-NN,31.000000,0.010000,143.297736,13.635043,97.230819,NaN,371.211530,26.457389,269.286752,NaN
ETM,32.000000,0.010000,-40.000503,-38.965754,-19.994159,790.168894,66.219980,58.005442,48.199136,1548.284178
ERTM,32.000000,0.010000,-5.246485,-8.089700,-16.276256,112.238513,71.432429,804.441214,54.646808,593.530933
RTM,32.000000,0.010000,30.633320,14.638953,16.663812,NaN,119.644199,124.411272,77.357692,NaN
ERRM,32.000000,0.010000,-18.115689,-30.815099,-22.799104,50.926533,70.898571,654.344638,90.513990,282.676625
CERRM,32.000000,0.010000,-9.929560,-0.038813,-15.367312,82.615398,42.565713,494.282673,35.627215,314.663735
TM,32.000000,0.010000,91.146633,18.075630,61.382179,NaN,445.357612,30.099011,323.951414,NaN
RRM,32.000000,0.010000,14.921463,52.086143,-42.036550,NaN,212.425331,2944.622517,229.022525,NaN
CRRM,32.000000,0.010000,25.301533,16.550845,11.584741,NaN,150.669680,31.442154,93.129409,NaN
ETM-NN,32.000000,0.010000,-44.795142,-42.867110,-20.910130,840.313506,47.861412,62.177647,43.463677,1479.601422
ERTM-NN,32.000000,0.010000,-12.687425,-2.829664,-12.974750,120.109505,50.839434,813.134645,37.181261,437.185454
RTM-NN,32.000000,0.010000,40.103357,13.988355,21.770897,NaN,80.009480,21.774603,56.921850,NaN
ERRM-NN,32.000000,0.010000,-5.421685,3.903872,-13.659921,63.879227,61.206499,210.604730,59.559039,271.907119
CERRM-NN,32.000000,0.010000,-10.354202,3.106197,-14.665192,90.554146,40.436611,472.313162,30.894494,305.230966
TM-NN,32.000000,0.010000,147.756514,14.147684,100.821785,NaN,355.465529,27.697023,260.567446,NaN
ETM,33.000000,0.010000,-39.897410,-39.574709,-20.269902,811.117895,70.844862,111.607691,50.042700,1597.554089
ERTM,33.000000,0.010000,-4.503546,-16.341766,-17.657230,133.633730,82.747963,151.400714,58.029628,684.719223
RTM,33.000000,0.010000,31.535174,16.370142,17.233212,NaN,116.914123,45.869658,77.012757,NaN
ERRM,33.000000,0.010000,-18.836203,-28.052086,-21.250821,51.336258,72.204363,427.463384,93.051616,280.512840
CERRM,33.000000,0.010000,-9.511742,8.317815,-14.650223,81.912957,43.219778,947.825420,35.922076,315.025900
TM,33.000000,0.010000,97.874969,18.012939,66.677965,NaN,447.950485,42.467767,324.025835,NaN
RRM,33.000000,0.010000,13.955640,30.022125,-44.327593,NaN,198.015178,1754.933552,218.089434,NaN
CRRM,33.000000,0.010000,25.937245,15.116286,12.082742,NaN,133.386150,189.143312,84.340347,NaN
ETM-NN,33.000000,0.010000,-45.779496,-42.948715,-21.153652,862.420357,47.312163,67.360525,43.665576,1516.385567
ERTM-NN,33.000000,0.010000,-13.510917,-10.801275,-13.562584,134.540230,51.504790,129.661080,37.708449,471.410230
RTM-NN,33.000000,0.010000,40.319052,14.565178,22.033673,NaN,79.585489,41.875721,57.490006,NaN
ERRM-NN,33.000000,0.010000,-5.635015,4.645542,-12.112459,64.233279,64.347150,418.848982,62.216975,270.541350
CERRM-NN,33.000000,0.010000,-10.135060,10.293117,-14.083649,90.695914,41.735463,956.077441,31.597026,303.932669
TM-NN,33.000000,0.010000,152.512652,14.087498,104.427677,NaN,362.279880,42.202644,264.454429,NaN
ETM,34.000000,0.010000,-39.298982,-39.069960,-20.545362,815.266587,76.382851,60.574748,51.355364,1619.376298
ERTM,34.000000,0.010000,-4.555865,-18.256864,-17.475935,137.353050,89.010159,507.397380,58.208260,648.178022
RTM,34.000000,0.010000,28.960920,15.721265,15.582277,NaN,116.972884,42.052060,76.902064,NaN
ERRM,34.000000,0.010000,-18.990531,-27.060352,-22.563572,54.240056,74.113112,281.095132,92.579845,285.446576
CERRM,34.000000,0.010000,-10.045890,-7.878369,-15.523709,88.511592,45.802749,279.125011,37.712123,323.165757
TM,34.000000,0.010000,91.316648,18.158600,61.803472,NaN,442.401620,30.453727,322.966099,NaN
RRM,34.000000,0.010000,14.299647,11.392008,-38.796006,NaN,210.229110,549.802222,220.927676,NaN
CRRM,34.000000,0.010000,22.546323,18.435617,9.975168,NaN,142.499474,223.836849,88.854970,NaN
ETM-NN,34.000000,0.010000,-45.696105,-43.646860,-21.548608,870.475727,47.534357,65.914578,44.068114,1515.127180
ERTM-NN,34.000000,0.010000,-13.965766,-9.267050,-13.315975,138.998649,53.810689,458.331957,37.818412,476.569750
RTM-NN,34.000000,0.010000,38.416556,14.062067,20.702097,NaN,76.964256,22.635342,56.495867,NaN
ERRM-NN,34.000000,0.010000,-5.816418,2.104345,-13.456213,67.510672,63.910948,151.918804,61.456619,275.813809
CERRM-NN,34.000000,0.010000,-10.405912,-4.457445,-14.643043,96.480996,43.292477,115.548599,31.942171,314.106669
TM-NN,34.000000,0.010000,149.597532,14.271447,102.477532,NaN,353.498545,28.133215,259.883219,NaN
ETM,35.000000,0.010000,-39.060019,-38.943049,-20.378426,801.532098,73.050075,62.294053,51.927973,1596.621376
ERTM,35.000000,0.010000,-3.957017,-16.504350,-16.336774,142.846179,73.889723,89.704222,56.937787,716.464519
RTM,35.000000,0.010000,28.627972,16.937321,15.267445,NaN,122.987876,125.269079,80.624834,NaN
ERRM,35.000000,0.010000,-18.842082,-29.513423,-22.470533,56.745037,75.292096,1121.209765,92.192591,304.733397
CERRM,35.000000,0.010000,-9.299152,-16.459276,-15.154728,87.197270,46.016150,893.751441,37.468674,338.031206
TM,35.000000,0.010000,97.802957,18.001419,66.433839,NaN,439.882447,30.186497,317.169901,NaN
RRM,35.000000,0.010000,9.143624,25.850569,-43.462539,NaN,201.609175,800.371373,212.449808,NaN
CRRM,35.000000,0.010000,22.553483,16.725652,9.761245,NaN,142.521736,49.722927,90.291078,NaN
ETM-NN,35.000000,0.010000,-45.570031,-43.817014,-21.279841,859.342707,47.722230,61.684140,44.527828,1483.502979
ERTM-NN,35.000000,0.010000,-12.447752,-12.673963,-12.387445,137.534985,49.740014,68.552335,37.540160,484.990597
RTM-NN,35.000000,0.010000,38.810725,15.150635,20.871951,NaN,80.611655,125.001841,58.368611,NaN
ERRM-NN,35.000000,0.010000,-5.458165,15.020411,-13.343491,70.611086,66.596701,973.576167,62.232209,294.383288
CERRM-NN,35.000000,0.010000,-9.880430,-5.236646,-14.460230,96.452261,42.794468,59.094139,32.108339,327.742787
TM-NN,35.000000,0.010000,154.210093,14.039896,105.387472,NaN,353.218480,26.003787,254.978110,NaN
ETM,36.000000,0.010000,-40.055068,-39.660191,-22.618834,841.504218,84.024388,65.144014,54.002344,1650.980914
ERTM,36.000000,0.010000,-3.014799,-18.758482,-14.701937,137.508501,78.209456,740.006344,58.437498,717.768576
RTM,36.000000,0.010000,30.664335,16.990174,16.611283,NaN,120.085993,97.269433,80.949945,NaN
ERRM,36.000000,0.010000,-20.098222,6.893116,-22.772890,53.973793,81.038946,4347.566707,93.702643,293.722462
CERRM,36.000000,0.010000,-10.354158,-0.588097,-16.524739,92.506449,45.930244,496.314809,38.698553,336.243062
TM,36.000000,0.010000,96.024313,18.325969,64.977956,NaN,428.906888,60.589930,310.691727,NaN
RRM,36.000000,0.010000,14.505718,125.805577,-40.725504,NaN,203.385784,9559.334782,227.962893,NaN
CRRM,36.000000,0.010000,23.414646,17.993911,9.985752,NaN,130.708701,110.997603,83.748875,NaN
ETM-NN,36.000000,0.010000,-47.341220,-44.140075,-23.262591,895.459494,47.216275,67.802294,44.357052,1533.947226
ERTM-NN,36.000000,0.010000,-11.513196,-8.412477,-10.807878,132.394143,47.640209,295.561181,39.335817,471.585854
RTM-NN,36.000000,0.010000,39.732864,15.155182,21.635979,NaN,85.028100,97.171654,62.240856,NaN
ERRM-NN,36.000000,0.010000,-5.837138,63.401711,-13.359826,69.495113,69.538727,4926.323688,64.148229,282.421123
CERRM-NN,36.000000,0.010000,-10.800518,1.200332,-15.540336,101.018394,43.495667,500.863648,32.356116,325.832794
TM-NN,36.000000,0.010000,151.762664,14.563423,103.762394,NaN,343.771432,62.707361,249.686306,NaN
ETM,37.000000,0.010000,-38.787258,-39.555563,-22.198129,830.544485,101.215397,87.284723,55.339711,1660.252055
ERTM,37.000000,0.010000,-0.028736,-17.684753,-9.984850,121.792031,71.482218,369.568812,57.309673,645.381121
RTM,37.000000,0.010000,29.352717,15.885172,15.823366,NaN,123.475940,34.607437,83.700071,NaN
ERRM,37.000000,0.010000,-20.848484,-26.286497,-25.243971,59.122443,80.065286,377.465988,97.081936,306.706191
CERRM,37.000000,0.010000,-10.303856,-6.917030,-16.529498,92.159956,45.060231,85.674190,38.246896,345.335663
TM,37.000000,0.010000,96.160536,17.981582,65.581428,NaN,440.551654,29.359318,316.775482,NaN
RRM,37.000000,0.010000,12.749607,5.049658,-43.024048,NaN,199.226516,692.439993,217.459531,NaN
CRRM,37.000000,0.010000,20.661914,14.715271,7.857428,NaN,131.769305,158.697621,84.584297,NaN
ETM-NN,37.000000,0.010000,-47.450128,-44.620099,-23.203316,891.721893,47.262112,69.918003,44.320380,1522.482703
ERTM-NN,37.000000,0.010000,-7.789639,-8.117971,-7.350272,121.755440,51.203889,81.530418,42.905394,442.290109
RTM-NN,37.000000,0.010000,39.220058,14.050217,21.429359,NaN,87.691874,25.321662,63.935624,NaN
ERRM-NN,37.000000,0.010000,-6.452691,5.083778,-14.450582,74.507666,69.596059,332.511326,62.790513,296.591071
CERRM-NN,37.000000,0.010000,-10.785547,-5.123929,-15.606108,101.675947,42.817160,62.717546,32.191977,335.295672
TM-NN,37.000000,0.010000,153.727159,13.894551,105.316230,NaN,352.454168,26.516173,254.674623,NaN
ETM,38.000000,0.010000,-40.756984,-41.213779,-23.953334,856.670485,92.709872,104.361411,55.527137,1719.820689
ERTM,38.000000,0.010000,2.430836,-8.760436,-7.039954,119.409028,77.385992,452.142313,57.422759,647.092204
RTM,38.000000,0.010000,30.043497,15.930388,16.554826,NaN,131.582293,30.465198,88.136512,NaN
ERRM,38.000000,0.010000,-20.748083,-13.180918,-24.652776,59.197337,79.137661,1630.485681,98.096486,315.537481
CERRM,38.000000,0.010000,-10.894974,-8.184134,-17.135062,95.779545,47.126760,82.995933,39.827545,355.449746
TM,38.000000,0.010000,85.078145,18.302583,57.525172,NaN,439.333064,42.866479,318.445286,NaN
RRM,38.000000,0.010000,8.337203,32.057234,-45.247945,NaN,207.653841,1468.366916,223.392656,NaN
CRRM,38.000000,0.010000,20.522289,16.958198,7.766200,NaN,143.070838,33.502802,90.579504,NaN
ETM-NN,38.000000,0.010000,-48.742045,-44.693044,-24.542768,911.335538,47.128560,81.305220,44.167302,1536.871289
ERTM-NN,38.000000,0.010000,-5.513817,-3.888232,-4.723432,118.974396,53.930761,451.660815,44.743692,434.186859
RTM-NN,38.000000,0.010000,41.059240,13.818635,22.744674,NaN,92.922785,21.878287,66.670052,NaN
ERRM-NN,38.000000,0.010000,-6.084259,24.073694,-13.759107,76.429022,67.662718,1840.579321,64.603886,305.170088
CERRM-NN,38.000000,0.010000,-11.253787,-5.938144,-16.007824,105.659642,43.625068,57.910308,32.496798,344.794470
TM-NN,38.000000,0.010000,148.804801,14.195474,101.842125,NaN,336.896701,41.170417,244.583403,NaN
ETM,39.000000,0.010000,-40.852923,-63.116253,-24.699025,902.649853,88.664222,1668.039220,57.421183,1767.792079
ERTM,39.000000,0.010000,2.586996,-12.115605,-4.586359,113.451365,73.180926,68.200540,56.096797,600.328043
RTM,39.000000,0.010000,29.079201,16.363926,15.723895,NaN,132.841653,41.857124,90.563303,NaN
ERRM,39.000000,0.010000,-21.678593,-24.537590,-25.043726,57.424580,81.660548,896.891519,96.193691,320.941382
CERRM,39.000000,0.010000,-10.127182,-3.542358,-16.439998,90.151526,49.022395,202.791628,40.679984,354.512318
TM,39.000000,0.010000,96.235510,19.877195,66.505046,NaN,451.178889,139.969066,328.184206,NaN
RRM,39.000000,0.010000,9.751367,24.827095,-42.719864,NaN,205.256990,1030.030273,212.362879,NaN
CRRM,39.000000,0.010000,18.367707,16.154463,5.917287,NaN,145.009088,67.174565,94.328929,NaN
ETM-NN,39.000000,0.010000,-49.006742,-46.012419,-24.539898,949.471059,47.117944,64.455792,44.212833,1591.095989
ERTM-NN,39.000000,0.010000,-3.458851,-8.033540,-2.967198,116.663942,57.037354,57.005652,46.717446,417.526492
RTM-NN,39.000000,0.010000,40.373545,14.237843,22.291478,NaN,94.617938,39.645831,68.398698,NaN
ERRM-NN,39.000000,0.010000,-6.095796,8.014337,-14.715553,75.201300,72.055985,388.329566,64.028324,310.336713
CERRM-NN,39.000000,0.010000,-10.568542,-3.144977,-15.308009,101.580212,45.200196,202.769035,33.132106,342.823748
TM-NN,39.000000,0.010000,158.602330,15.795480,109.433846,NaN,360.231847,150.729220,264.042910,NaN
ETM,40.000000,0.010000,-41.274328,-63.501982,-24.675749,925.142681,102.699082,2298.960421,56.185836,1809.756428
ERTM,40.000000,0.010000,3.275061,-13.251910,-4.220819,118.501278,73.326012,346.974315,54.621233,664.974446
RTM,40.000000,0.010000,29.696892,16.149072,16.377333,NaN,126.536336,40.360102,85.653807,NaN
ERRM,40.000000,0.010000,-22.715923,-20.293057,-24.202416,52.387462,84.287681,1011.612365,100.060244,313.686490
CERRM,40.000000,0.010000,-10.319399,-6.565982,-16.633354,89.300442,49.109420,145.508366,40.125916,357.912531
TM,40.000000,0.010000,93.632812,18.388399,64.854072,NaN,473.965834,29.529993,343.611305,NaN
RRM,40.000000,0.010000,11.594550,13.626611,-42.173666,NaN,194.540256,516.841905,209.956110,NaN
CRRM,40.000000,0.010000,18.875930,17.223917,6.302528,NaN,133.043145,41.744620,85.166052,NaN
ETM-NN,40.000000,0.010000,-50.061998,-46.957708,-25.141455,984.654557,46.239540,65.850095,43.507843,1620.678441
ERTM-NN,40.000000,0.010000,-2.569890,-3.685756,-2.551319,113.788221,56.633379,221.203621,45.171484,407.415078
RTM-NN,40.000000,0.010000,40.225079,14.110881,22.298635,NaN,89.460056,30.650168,65.688371,NaN
ERRM-NN,40.000000,0.010000,-5.986293,13.142760,-13.404036,70.489895,69.289184,1012.920169,67.286865,303.568789
CERRM-NN,40.000000,0.010000,-10.706814,-4.766440,-15.554700,99.915685,45.796955,88.740804,33.122207,347.832949
TM-NN,40.000000,0.010000,162.468681,13.912697,112.478541,NaN,364.584413,26.113754,267.204704,NaN
ETM,41.000000,0.010000,-40.899635,-41.209258,-24.838342,915.969103,101.047775,152.431487,56.838261,1784.748327
ERTM,41.000000,0.010000,1.244794,-13.598924,-3.273466,114.467378,58.890160,267.073524,52.917559,577.108175
RTM,41.000000,0.010000,30.010707,20.514002,16.661946,NaN,131.691060,480.727012,89.900486,NaN
ERRM,41.000000,0.010000,-20.869866,-37.575039,-26.119798,53.041623,86.227956,558.120747,101.851878,308.768747
CERRM,41.000000,0.010000,-10.781149,-6.478271,-17.178052,88.552981,51.973738,62.513118,42.498058,355.104294
TM,41.000000,0.010000,87.576282,19.141658,59.713721,NaN,455.859414,51.622578,331.866908,NaN
RRM,41.000000,0.010000,8.958611,12.465292,-43.899897,NaN,220.505503,670.784855,223.106977,NaN
CRRM,41.000000,0.010000,17.221129,17.586358,5.033999,NaN,145.257019,102.567515,94.988029,NaN
ETM-NN,41.000000,0.010000,-50.179191,-43.589771,-25.376967,972.414211,47.617257,134.584039,43.666967,1605.217784
ERTM-NN,41.000000,0.010000,-2.489516,-5.189442,-1.899334,112.738540,55.934802,134.714990,45.783324,385.273698
RTM-NN,41.000000,0.010000,41.191770,18.367409,23.085149,NaN,93.964838,491.351725,68.334801,NaN
ERRM-NN,41.000000,0.010000,-5.098256,2.651864,-14.230878,71.189405,69.426572,131.780234,65.791568,300.499900
CERRM-NN,41.000000,0.010000,-11.060824,-5.620647,-15.726815,99.927544,47.162351,56.614760,33.365468,344.313694
TM-NN,41.000000,0.010000,155.010623,14.774447,106.541102,NaN,351.448358,53.133397,257.644649,NaN
ETM,42.000000,0.010000,-40.723047,-42.446734,-25.503995,935.328172,102.011979,92.803237,57.462850,1777.837537
ERTM,42.000000,0.010000,1.649472,-10.851367,-1.962735,116.143517,61.579915,103.601385,51.871826,541.750632
RTM,42.000000,0.010000,31.807367,15.848102,17.699607,NaN,130.521976,87.468407,89.183026,NaN
ERRM,42.000000,0.010000,-21.533940,-56.608793,-27.632086,58.050845,84.738454,2328.745542,100.107182,325.263186
CERRM,42.000000,0.010000,-11.016486,-8.046100,-17.094604,98.458162,52.039530,345.416850,40.930508,367.003285
TM,42.000000,0.010000,93.613255,18.459450,64.096539,NaN,476.591069,33.161390,346.784116,NaN
RRM,42.000000,0.010000,10.587920,17.209013,-42.359516,NaN,205.217164,328.605320,211.299169,NaN
CRRM,42.000000,0.010000,19.073192,16.756550,5.976566,NaN,136.213274,30.962669,89.630889,NaN
ETM-NN,42.000000,0.010000,-50.764217,-46.119584,-25.920074,987.860668,47.086815,82.993821,43.006006,1619.157930
ERTM-NN,42.000000,0.010000,-1.267590,-6.147624,-0.772878,114.405893,56.807962,87.076200,45.504394,372.185495
RTM-NN,42.000000,0.010000,42.192845,14.274178,23.703914,NaN,97.036313,35.246402,69.462121,NaN
ERRM-NN,42.000000,0.010000,-4.706958,3.698034,-15.501937,76.499151,69.205946,202.390425,64.948371,317.159890
CERRM-NN,42.000000,0.010000,-11.250416,-3.649349,-15.886062,108.682783,47.231457,270.045077,33.330514,357.181217
TM-NN,42.000000,0.010000,163.201164,14.099478,112.663004,NaN,366.039268,30.023079,267.233462,NaN
ETM,43.000000,0.010000,-41.988221,-43.911012,-26.612407,959.615549,125.122158,73.453809,58.632954,1841.781575
ERTM,43.000000,0.010000,1.827319,-2.267237,-1.460779,118.205028,61.310534,992.463085,50.924399,548.614855
RTM,43.000000,0.010000,30.153433,14.489526,16.672954,NaN,128.494913,256.335314,88.376973,NaN
ERRM,43.000000,0.010000,-21.580310,-37.176007,-26.700511,54.850526,82.829103,417.196444,97.888115,333.530067
CERRM,43.000000,0.010000,-10.781115,-6.631232,-17.141280,94.581340,51.597898,84.458352,41.374268,377.184231
TM,43.000000,0.010000,91.939812,18.436205,64.431686,NaN,492.759749,36.978081,359.110816,NaN
RRM,43.000000,0.010000,8.605482,-6.995083,-41.895700,NaN,201.585007,2662.507656,207.001897,NaN
CRRM,43.000000,0.010000,17.585503,17.502011,4.957119,NaN,131.441915,54.289983,86.712513,NaN
ETM-NN,43.000000,0.010000,-51.998790,-48.004396,-26.693262,1021.892834,45.675644,76.471583,42.860578,1661.535421
ERTM-NN,43.000000,0.010000,-0.878720,2.753502,-0.492721,115.635940,57.385645,1002.538213,45.495675,383.519494
RTM-NN,43.000000,0.010000,40.690593,14.216973,22.726714,NaN,95.202391,67.042460,69.107703,NaN
