FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
ETM-NN,18.000000,0.050000,-31.940777,-23.522435,-24.493054,463.972710,46.311306,68.208231,44.892840,1046.139835
ERTM-NN,18.000000,0.050000,-19.643433,-7.985307,-18.468996,167.881579,42.609167,189.762958,38.666582,392.565849
RTM-NN,18.000000,0.050000,36.941829,16.636873,17.741615,NaN,76.586647,34.853656,54.487207,NaN
ERRM-NN,18.000000,0.050000,-22.804581,-9.650451,-33.895950,189.931021,48.293308,137.679185,69.389174,416.940125
CERRM-NN,18.000000,0.050000,-23.038242,0.477302,-39.614988,227.493110,38.490884,91.366918,27.060479,456.852213
TM-NN,18.000000,0.050000,59.006246,16.484125,33.730907,NaN,128.583641,28.376451,94.810097,NaN
ETM,19.000000,0.050000,-33.094681,-23.089326,-27.035901,480.396050,50.405827,190.341923,47.774240,1175.306165
ERTM,19.000000,0.050000,-19.106064,-8.792187,-19.467294,156.014624,44.397260,477.100881,41.504661,434.567401
RTM,19.000000,0.050000,32.974228,17.357093,15.377062,NaN,85.625965,47.706340,59.624572,NaN
ERRM,19.000000,0.050000,-31.850378,-27.469287,-47.240765,158.739612,57.942195,651.482751,86.553622,467.505276
CERRM,19.000000,0.050000,-21.348367,-356.736739,-38.577606,203.199022,40.693944,38675.006624,28.774426,501.234381
TM,19.000000,0.050000,47.699127,18.591574,26.016021,NaN,157.204906,95.906465,116.827706,NaN
RRM,19.000000,0.050000,11.836872,5.755862,-63.628343,NaN,84.731020,564.162771,137.657366,NaN
CRRM,19.000000,0.050000,24.359594,17.680798,-9.052960,NaN,66.780743,77.275436,41.223817,NaN
ETM-NN,19.000000,0.050000,-35.330180,-24.367253,-27.334718,517.600022,45.758948,127.904208,44.698341,1131.527545
ERTM-NN,19.000000,0.050000,-20.588083,-5.775062,-19.678493,178.461897,42.861457,447.417126,38.965198,406.123433
RTM-NN,19.000000,0.050000,35.869257,16.804753,16.919206,NaN,77.104999,41.578208,55.088925,NaN
ERRM-NN,19.000000,0.050000,-22.951777,-9.042887,-34.656799,195.873268,48.709318,144.546754,68.870654,418.171606
CERRM-NN,19.000000,0.050000,-23.613857,4.455918,-40.151030,233.780604,38.139677,272.727395,27.018248,462.800453
TM-NN,19.000000,0.050000,59.536014,17.664051,34.060222,NaN,134.641027,96.818457,100.758106,NaN
ETM,20.000000,0.050000,-34.646711,-28.128167,-28.049979,525.824192,52.224594,271.790054,49.118507,1253.576984
ERTM,20.000000,0.050000,-18.800592,-8.444112,-19.302542,161.323036,45.984739,736.067906,43.052058,453.923604
RTM,20.000000,0.050000,31.728808,25.731649,14.829313,NaN,88.295624,911.088234,61.392582,NaN
ERRM,20.000000,0.050000,-32.802913,29.755970,-47.968810,162.029899,57.689580,5408.073571,88.532954,478.923603
CERRM,20.000000,0.050000,-20.809515,-5.005148,-38.576349,204.631309,42.800195,258.927083,29.982964,504.994652
TM,20.000000,0.050000,48.828000,17.565105,27.153109,NaN,170.638399,74.458044,127.135854,NaN
RRM,20.000000,0.050000,11.729911,13.307724,-62.819815,NaN,83.741057,391.785167,136.390149,NaN
CRRM,20.000000,0.050000,23.894796,16.990355,-10.087942,NaN,70.670990,104.513259,42.081320,NaN
ETM-NN,20.000000,0.050000,-36.949558,-27.298321,-28.331079,564.054553,47.157538,99.150671,45.992241,1210.046685
ERTM-NN,20.000000,0.050000,-20.489592,-4.698866,-19.491086,186.153675,44.227985,732.962483,40.028252,421.783032
RTM-NN,20.000000,0.050000,35.095942,25.330006,16.600941,NaN,77.718549,924.449232,55.990597,NaN
ERRM-NN,20.000000,0.050000,-23.353375,66.296651,-35.099406,201.097302,49.284538,6361.452149,70.547104,430.555870
CERRM-NN,20.000000,0.050000,-23.190596,4.925792,-40.189918,235.397311,39.956325,196.532937,28.088992,466.862063
TM-NN,20.000000,0.050000,63.034775,16.870007,36.894030,NaN,144.390907,45.701950,108.075779,NaN
ETM,21.000000,0.050000,-37.391170,-24.557382,-30.530153,587.934357,52.968945,480.315052,49.953852,1355.386448
ERTM,21.000000,0.050000,-19.580520,-25.376487,-20.424407,170.813499,46.221197,867.882965,43.612047,485.135920
RTM,21.000000,0.050000,30.752610,16.898095,14.201741,NaN,88.973797,48.570359,62.425530,NaN
ERRM,21.000000,0.050000,-32.212676,-18.328677,-49.164759,167.943607,58.015239,293.034722,90.322954,487.881344
CERRM,21.000000,0.050000,-21.460089,-43.540191,-40.283352,211.504403,42.141197,3355.388230,29.513525,518.525449
TM,21.000000,0.050000,51.802274,17.960895,29.199417,NaN,182.088538,52.445036,136.161916,NaN
RRM,21.000000,0.050000,10.228630,11.354104,-64.307836,NaN,86.662446,372.371986,135.044875,NaN
CRRM,21.000000,0.050000,22.996208,17.223639,-10.842657,NaN,71.546220,30.428721,42.870800,NaN
ETM-NN,21.000000,0.050000,-39.726038,-24.946714,-30.691653,625.739575,47.514299,445.679741,46.589427,1308.696712
ERTM-NN,21.000000,0.050000,-21.409508,-8.567835,-20.605984,198.097621,44.347487,200.629061,40.398021,450.219668
RTM-NN,21.000000,0.050000,34.429545,16.518935,16.124585,NaN,76.065009,29.897262,56.197568,NaN
ERRM-NN,21.000000,0.050000,-23.386733,-6.579284,-35.634771,205.169205,49.298491,252.735041,72.641002,440.424765
CERRM-NN,21.000000,0.050000,-23.639552,5.095632,-41.783812,241.493830,39.739443,230.001840,27.659794,481.232892
TM-NN,21.000000,0.050000,67.473451,16.886091,39.928158,NaN,154.088209,44.716681,115.821599,NaN
ETM,22.000000,0.050000,-39.138374,-32.190423,-32.132581,620.405422,52.669132,387.747075,49.728175,1410.051275
ERTM,22.000000,0.050000,-20.175956,65.022660,-21.158968,177.351061,47.357408,9448.341852,45.140668,491.476179
RTM,22.000000,0.050000,33.005629,17.448663,15.500526,NaN,90.388599,34.777286,63.285200,NaN
ERRM,22.000000,0.050000,-33.624929,-26.139362,-48.852210,166.437415,58.079069,611.402654,90.737057,491.671585
CERRM,22.000000,0.050000,-21.092019,-48.934626,-39.892875,206.351427,42.411663,4792.265121,29.940849,514.785879
TM,22.000000,0.050000,45.751780,17.951087,24.502700,NaN,184.272013,37.054690,138.799511,NaN
RRM,22.000000,0.050000,9.845392,23.159221,-65.686500,NaN,89.094196,5250.768123,136.717083,NaN
CRRM,22.000000,0.050000,23.268438,17.111311,-11.313829,NaN,69.219081,29.029964,41.918538,NaN
ETM-NN,22.000000,0.050000,-41.556388,-29.171038,-32.282604,662.358254,46.689364,209.292054,46.203247,1358.191843
ERTM-NN,22.000000,0.050000,-22.274846,96.655194,-21.222368,205.954815,45.237148,9494.179933,41.154660,451.533543
RTM-NN,22.000000,0.050000,35.979959,16.665868,17.119678,NaN,82.192100,32.868561,58.756901,NaN
ERRM-NN,22.000000,0.050000,-24.215636,-7.911939,-35.257036,205.575990,49.624889,336.867081,72.512774,440.135180
CERRM-NN,22.000000,0.050000,-23.462447,4.194385,-41.419659,238.307759,39.790694,186.617658,27.926061,474.966410
TM-NN,22.000000,0.050000,63.864325,16.440490,37.241864,NaN,151.322565,31.515374,114.275811,NaN
ETM,23.000000,0.050000,-41.746565,-27.966582,-34.246887,660.023014,50.759697,401.819678,49.146893,1477.305382
ERTM,23.000000,0.050000,-20.841301,-15.291282,-21.905861,184.601434,47.660449,169.209641,45.696346,512.400669
RTM,23.000000,0.050000,30.451827,18.082456,14.139313,NaN,93.704140,104.298725,66.153904,NaN
ERRM,23.000000,0.050000,-34.039241,-25.658166,-51.445100,169.432180,58.545406,393.483559,94.866064,499.970246
CERRM,23.000000,0.050000,-21.489498,11.611126,-40.532074,210.579685,42.594140,2926.256260,30.314789,524.681423
TM,23.000000,0.050000,47.056119,19.054029,25.695300,NaN,191.778727,81.272822,144.759421,NaN
RRM,23.000000,0.050000,6.921786,7.407153,-69.177167,NaN,92.735229,424.187086,141.221541,NaN
CRRM,23.000000,0.050000,22.035882,16.747797,-11.434897,NaN,75.033763,53.550534,45.188640,NaN
ETM-NN,23.000000,0.050000,-43.908753,-26.429200,-34.212541,697.527108,45.711793,281.241084,45.641800,1436.766056
ERTM-NN,23.000000,0.050000,-23.023346,-12.159736,-21.954930,214.628208,45.313061,127.345520,41.437974,471.893357
RTM-NN,23.000000,0.050000,34.611343,17.261484,16.364616,NaN,80.361632,101.421857,59.405201,NaN
ERRM-NN,23.000000,0.050000,-24.742535,-9.532722,-36.504986,209.612476,49.324833,171.634208,72.763487,446.256479
CERRM-NN,23.000000,0.050000,-23.924797,33.768544,-42.049345,243.648388,39.817004,2672.560807,28.052961,482.859474
TM-NN,23.000000,0.050000,66.065224,17.583285,38.978134,NaN,157.747707,82.868627,119.756742,NaN
ETM,24.000000,0.050000,-42.437654,-29.183097,-34.694767,682.246891,50.598780,333.625037,49.882662,1481.095411
ERTM,24.000000,0.050000,-20.414636,-8.292491,-21.598385,192.280028,49.161848,676.150452,46.458396,531.843533
RTM,24.000000,0.050000,29.593904,41.753429,13.611827,NaN,94.371055,2606.930378,66.304748,NaN
ERRM,24.000000,0.050000,-34.016921,-16.952227,-52.834142,170.818380,59.110312,506.434521,94.345919,503.572764
CERRM,24.000000,0.050000,-20.850277,-3.856088,-41.688462,213.994368,44.091356,307.541231,30.339111,529.406967
TM,24.000000,0.050000,48.008955,18.492076,26.566710,NaN,198.521025,63.649371,150.026676,NaN
RRM,24.000000,0.050000,6.306884,42.939572,-69.550606,NaN,90.297374,3922.597574,138.660322,NaN
CRRM,24.000000,0.050000,20.637446,17.204835,-13.770324,NaN,67.324184,35.444474,41.992473,NaN
ETM-NN,24.000000,0.050000,-44.628740,-28.888046,-34.595175,720.838980,45.977048,263.284164,46.434338,1437.949346
ERTM-NN,24.000000,0.050000,-22.847007,-4.501682,-21.830240,223.345661,46.495083,683.244752,42.198139,489.366385
RTM-NN,24.000000,0.050000,33.909680,41.424422,15.918240,NaN,77.702130,2649.649626,58.444442,NaN
ERRM-NN,24.000000,0.050000,-24.559177,-0.041139,-37.398997,211.842512,50.606818,523.911153,72.985912,452.228832
CERRM-NN,24.000000,0.050000,-23.439446,6.267785,-43.310219,247.452147,40.877649,261.917203,27.936171,487.876596
TM-NN,24.000000,0.050000,68.526962,16.967459,40.872162,NaN,162.570856,56.378872,123.695733,NaN
ETM,25.000000,0.050000,-44.659361,-33.443876,-36.818885,740.009656,48.894220,669.095134,49.633215,1546.052323
ERTM,25.000000,0.050000,-20.970541,-15.408888,-22.233855,205.129013,50.039972,124.729453,46.542916,553.581387
RTM,25.000000,0.050000,28.345147,16.811736,12.629320,NaN,98.249862,192.382307,67.265282,NaN
ERRM,25.000000,0.050000,-33.977559,-5.678619,-54.217589,175.942973,60.248390,2395.033350,96.165219,508.447808
CERRM,25.000000,0.050000,-20.973468,0.092791,-42.174902,218.310265,44.272411,686.261015,30.371579,533.862953
TM,25.000000,0.050000,45.014680,17.139081,24.262094,NaN,199.208143,139.342178,151.407620,NaN
RRM,25.000000,0.050000,6.064886,9.667026,-70.589633,NaN,100.400581,592.671526,140.259897,NaN
CRRM,25.000000,0.050000,20.061851,16.988980,-14.689183,NaN,74.566479,49.343506,43.068832,NaN
ETM-NN,25.000000,0.050000,-46.483678,-33.870229,-36.318048,771.207844,45.437805,132.939796,46.061198,1509.371651
ERTM-NN,25.000000,0.050000,-23.507518,-14.894766,-22.473114,236.655701,46.986805,82.772398,42.197852,506.953802
RTM-NN,25.000000,0.050000,33.036068,17.511469,15.100089,NaN,81.555746,110.069774,59.220023,NaN
ERRM-NN,25.000000,0.050000,-24.493169,-10.249031,-38.085435,217.431148,51.268283,198.404792,72.871721,455.081469
CERRM-NN,25.000000,0.050000,-23.635408,11.909404,-43.797531,251.853065,41.111498,617.266977,28.047956,490.900389
TM-NN,25.000000,0.050000,67.314147,17.013112,39.821816,NaN,160.824173,56.489572,123.259935,NaN
ETM,26.000000,0.050000,-46.366093,-35.810384,-37.895685,762.751187,47.423624,1034.040064,49.870018,1549.657831
ERTM,26.000000,0.050000,-21.828906,-17.403364,-23.170031,212.262178,51.090219,284.459596,48.202702,590.684936
RTM,26.000000,0.050000,26.285324,17.610521,11.660463,NaN,100.370177,33.416738,70.860126,NaN
ERRM,26.000000,0.050000,-35.302002,-27.235460,-52.978465,176.528581,61.565161,3481.008281,98.244905,518.837483
CERRM,26.000000,0.050000,-21.086818,40.768467,-42.116039,214.998091,44.904724,3666.968351,31.001875,549.058119
TM,26.000000,0.050000,47.862576,17.515576,26.556025,NaN,201.354855,208.853083,152.890669,NaN
RRM,26.000000,0.050000,5.218822,24.562806,-70.780395,NaN,95.703910,1154.892851,141.119736,NaN
CRRM,26.000000,0.050000,19.674205,-37.323407,-14.588167,NaN,76.997535,5978.309460,44.802996,NaN
ETM-NN,26.000000,0.050000,-48.039733,-26.562341,-37.263246,795.269259,44.243183,682.413838,46.318765,1511.337329
ERTM-NN,26.000000,0.050000,-24.607879,-12.044216,-23.423068,247.916379,47.999538,193.399632,43.464211,539.076515
RTM-NN,26.000000,0.050000,32.212757,16.256053,14.886929,NaN,79.121619,30.379957,60.357403,NaN
ERRM-NN,26.000000,0.050000,-25.866805,13.785017,-36.974983,220.014887,52.802691,2139.964578,75.511231,465.925271
